regierungsbezirk-id,partei-id,partei-name,id,Name,SZ.- Rf.1),PL.- Nr.2),G3),Gesamtstimmen,darunter Zweitstimmen,701  Augsburg-Stadt-Ost,702  Augsburg-Stadt-West,703  Aichach-Friedberg,"704  Augsburg-Land, Dillingen",705  Augsburg-Land-Süd,706  Donau-Ries,707  Günzburg,708  Kaufbeuren,"709  Kempten, Oberallgäu","710  Lindau, Sonthofen",711  Marktoberdorf,712  Memmingen,713  Neu-Ulm
907,8,ÖDP,24,"Huemer, Robert",26,24,,232,232,64,37,29,6,29,9,7,4,10,8,10,15,4
907,8,ÖDP,25,"Mattausch, Christian",18,25,,179,179,4,3,3,4,1,2,139,2,4,2,5,5,5
907,8,ÖDP,26,"Neidinger, Rafael",20,26,,172,172,9,6,8,3,105,1,6,9,5,0,13,3,4
907,8,ÖDP,,,,,,,,,,,,,,,,,,,,
907,8,ÖDP,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,119,119,13,7,18,5,6,7,6,5,5,13,13,10,11
907,8,ÖDP,,Erststimmen insgesamt,,,,15.322,-,787,879,1.403,822,995,1.149,813,1.304,1.215,1.027,1.189,2.718,1.021
907,8,ÖDP,,Zweitstimmen insgesamt,,,,14.092,14.092,716,816,1.243,657,1.033,1.653,742,1.206,981,1.019,990,2.031,1.005
907,8,ÖDP,,Gesamtstimmen,,,,29.414,14.092,1.503,1.695,2.646,1.479,2.028,2.802,1.555,2.510,2.196,2.046,2.179,4.749,2.026
907,9,Piraten,1,"Gasser, Benjamin",1,1,,1.964,1.400,153,153,102,120,125,101,137,125,88,99,77,120,564*
907,9,Piraten,2,"Bachmeir, Wilfried",3,2,,1.229,739,87,101,66,51,490*,54,41,134,36,47,32,18,72
907,9,Piraten,3,"Kollien-Glaser, Martin",2,3,,1.184,739,46,38,40,37,81,31,43,445*,66,55,135,41,126
907,9,Piraten,4,"Jung, Andreas",5,4,,796,796,87,79,50,53,183,31,46,68,24,41,30,28,76
907,9,Piraten,5,"Proißl, Michael",4,5,,740,430,16,14,8,25,30,17,310*,16,13,17,11,15,248
907,9,Piraten,,,,,,,,,,,,,,,,,,,,
907,9,Piraten,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,42,42,10,1,2,3,5,2,2,1,2,3,7,0,4
907,9,Piraten,,Erststimmen insgesamt,,,,1.809,-,-,-,-,-,490,-,310,445,-,-,-,-,564
907,9,Piraten,,Zweitstimmen insgesamt,,,,4.146,4.146,399,386,268,289,424,236,269,344,229,262,292,222,526
907,9,Piraten,,Gesamtstimmen,,,,5.955,4.146,399,386,268,289,914,236,579,789,229,262,292,222,1.090
907,9,Piraten,1,"Gasser, Benjamin",1,1,,1.964,1.400,153,153,102,120,125,101,137,125,88,99,77,120,564*
907,9,Piraten,2,"Bachmeir, Wilfried",3,2,,1.229,739,87,101,66,51,490*,54,41,134,36,47,32,18,72
907,9,Piraten,3,"Kollien-Glaser, Martin",2,3,,1.184,739,46,38,40,37,81,31,43,445*,66,55,135,41,126
907,9,Piraten,4,"Jung, Andreas",5,4,,796,796,87,79,50,53,183,31,46,68,24,41,30,28,76
907,9,Piraten,5,"Proißl, Michael",4,5,,740,430,16,14,8,25,30,17,310*,16,13,17,11,15,248
907,9,Piraten,,,,,,,,,,,,,,,,,,,,
907,9,Piraten,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,42,42,10,1,2,3,5,2,2,1,2,3,7,0,4
907,9,Piraten,,Erststimmen insgesamt,,,,1.809,-,-,-,-,-,490,-,310,445,-,-,-,-,564
907,9,Piraten,,Zweitstimmen insgesamt,,,,4.146,4.146,399,386,268,289,424,236,269,344,229,262,292,222,526
907,9,Piraten,,Gesamtstimmen,,,,5.955,4.146,399,386,268,289,914,236,579,789,229,262,292,222,1.090
907,11,AfD,1,"Bayerbach, Markus",1,1,L,45.553,37.397,8.156*,5.686,4.430,4.122,5.183,2.697,2.888,2.055,1.923,1.757,1.582,2.618,2.456
907,11,AfD,2,"Maier, Christoph",5,2,L,22.438,13.313,458,344,553,607,619,825,1.276,2.626,2.186,977,986,9.125*,1.856
907,11,AfD,3,"Mannes, Gerd",2,3,L,18.142,9.281,1.889,374,419,1.119,626,536,8.861*,294,392,383,299,605,2.345
907,11,AfD,4,"Singer, Ulrich",3,4,L,15.656,7.885,665,412,636,1.897,585,7.771*,806,351,377,410,284,893,569
907,11,AfD,5,"Keller, Karl",8,5,,14.930,7.176,341,256,660,422,587,404,618,7.754*,476,547,1.593,787,485
907,11,AfD,6,"Settele, Josef",9,6,,14.337,5.244,504,450,9.093*,946,431,449,413,401,320,327,259,452,292
907,11,AfD,7,"Jurca, Andreas",7,7,,13.577,5.295,2.886,8.282*,458,341,742,177,174,74,78,65,67,118,115
907,11,AfD,8,"Hauptmann, Rafael",4,8,,13.284,3.108,169,151,412,10.176*,147,1.683,104,78,77,67,42,91,87
907,11,AfD,9,"Großkurth, Dr. Gerhard",12,9,,12.952,3.897,119,103,173,312,130,125,1.433,172,232,157,74,867,9.055*
907,11,AfD,10,"Vachenauer, Dr. Wilhelm",10,10,,12.291,4.863,81,60,95,88,90,75,114,318,7.428*,1.557,854,1.273,258
907,11,AfD,11,"Fabian, Reinhard",13,11,,11.134,1.787,395,165,477,157,9.347*,90,112,90,58,43,53,85,62
907,11,AfD,12,"Keib, Axel",11,12,,9.201,2.507,72,78,177,125,92,112,162,206,860,6.694*,159,271,193
907,11,AfD,13,"Rotter, Wolfgang",6,13,,8.915,2.355,135,87,134,91,97,78,158,992,194,101,6.560*,186,102
907,11,AfD,,,,,,,,,,,,,,,,,,,,
907,11,AfD,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,728,728,93,36,109,56,46,61,51,65,80,31,34,22,44
907,11,AfD,,Erststimmen insgesamt,,,,108.302,-,8.156,8.282,9.093,10.176,9.347,7.771,8.861,7.754,7.428,6.694,6.560,9.125,9.055
907,11,AfD,,Zweitstimmen insgesamt,,,,104.836,104.836,7.807,8.202,8.733,10.283,9.375,7.312,8.309,7.722,7.253,6.422,6.286,8.268,8.864
907,11,AfD,,Gesamtstimmen,,,,213.138,104.836,15.963,16.484,17.826,20.459,18.722,15.083,17.170,15.476,14.681,13.116,12.846,17.393,17.919
907,12,LKR,1,"Kreutz, Sebastian",1,1,,168,107,7,13,4,9,10,11,61*,11,11,10,7,5,9
907,12,LKR,2,"Zühlke, Roland",2,2,,166,166,8,12,4,10,11,73,11,4,5,5,6,4,13
907,12,LKR,3,"Kölbl, Dorothea",4,3,,62,62,6,5,3,3,4,3,17,5,3,5,2,0,6
907,12,LKR,4,"Kreutz, Christa",5,4,,57,57,5,3,1,5,4,0,22,5,3,0,2,3,4
907,12,LKR,5,"Eichmüller, Thomas",3,5,,33,33,5,1,2,1,1,3,4,3,3,5,1,2,2
907,12,LKR,,,,,,,,,,,,,,,,,,,,
907,12,LKR,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,8,8,1,0,0,1,1,0,0,4,0,0,1,0,0
907,12,LKR,,Erststimmen insgesamt,,,,61,-,-,-,-,-,-,-,61,-,-,-,-,-,-
907,12,LKR,,Zweitstimmen insgesamt,,,,433,433,32,34,14,29,31,90,54,32,25,25,19,14,34
907,12,LKR,,Gesamtstimmen,,,,494,433,32,34,14,29,31,90,115,32,25,25,19,14,34
907,13,mut,1,"Jovy, Jörg",1,1,,777,508,79,269*,50,28,37,35,23,44,43,56,57,30,26
907,13,mut,2,"Clamroth, Benjamin",3,2,,568,281,287*,79,34,19,30,9,16,12,14,20,21,17,10
907,13,mut,3,"Hüntemann, Matthias",4,3,,373,119,8,9,0,4,7,6,3,9,27,254*,21,16,9
907,13,mut,4,"Schmitz, Regina",2,4,,316,316,36,55,29,15,15,14,12,29,20,37,21,18,15
907,13,mut,5,"Ludwig, Karlheinz",6,5,,316,316,101,59,12,25,16,16,17,11,7,11,12,13,16
907,13,mut,6,"Krämer, Andreas",5,6,,132,132,20,3,49,4,9,5,6,6,1,20,2,3,4
907,13,mut,7,"Krcek, David",7,7,,72,72,5,5,21,4,3,9,5,2,2,4,4,1,7
907,13,mut,,,,,,,,,,,,,,,,,,,,
907,13,mut,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,22,22,5,5,4,0,1,1,0,0,2,0,0,1,3
907,13,mut,,Erststimmen insgesamt,,,,810,-,287,269,-,-,-,-,-,-,-,254,-,-,-
907,13,mut,,Zweitstimmen insgesamt,,,,1.766,1.766,254,215,199,99,118,95,82,113,116,148,138,99,90
907,13,mut,,Gesamtstimmen,,,,2.576,1.766,541,484,199,99,118,95,82,113,116,402,138,99,90
907,13,mut,1,"Jovy, Jörg",1,1,,777,508,79,269*,50,28,37,35,23,44,43,56,57,30,26
907,13,mut,2,"Clamroth, Benjamin",3,2,,568,281,287*,79,34,19,30,9,16,12,14,20,21,17,10
907,13,mut,3,"Hüntemann, Matthias",4,3,,373,119,8,9,0,4,7,6,3,9,27,254*,21,16,9
907,13,mut,4,"Schmitz, Regina",2,4,,316,316,36,55,29,15,15,14,12,29,20,37,21,18,15
907,13,mut,5,"Ludwig, Karlheinz",6,5,,316,316,101,59,12,25,16,16,17,11,7,11,12,13,16
907,13,mut,6,"Krämer, Andreas",5,6,,132,132,20,3,49,4,9,5,6,6,1,20,2,3,4
907,13,mut,7,"Krcek, David",7,7,,72,72,5,5,21,4,3,9,5,2,2,4,4,1,7
907,13,mut,,,,,,,,,,,,,,,,,,,,
907,13,mut,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,22,22,5,5,4,0,1,1,0,0,2,0,0,1,3
907,13,mut,,Erststimmen insgesamt,,,,810,-,287,269,-,-,-,-,-,-,-,254,-,-,-
907,13,mut,,Zweitstimmen insgesamt,,,,1.766,1.766,254,215,199,99,118,95,82,113,116,148,138,99,90
907,13,mut,,Gesamtstimmen,,,,2.576,1.766,541,484,199,99,118,95,82,113,116,402,138,99,90
907,15,Die Partei,1,"Baier, Christian",1,1,,2.555,2.555,297,272,202,150,309,162,136,171,210,157,178,165,146
907,15,Die Partei,2,"Viertel, Kai",6,2,,1.176,269,907*,40,21,29,45,19,13,14,19,16,22,16,15
907,15,Die Partei,3,"Klingelhöfer, Anja",4,3,,1.106,1.106,179,141,96,79,87,76,45,50,76,81,56,74,66
907,15,Die Partei,4,"Baumeister, Christian",2,4,,876,876,118,187,60,67,79,40,53,34,65,64,33,33,43
907,15,Die Partei,5,"Zacher, Markus",8,5,,863,225,26,18,13,15,638*,13,15,51,24,10,13,16,11
907,15,Die Partei,6,"Veit, Oliver",5,6,,842,842,176,139,48,51,75,55,23,32,41,51,37,58,56
907,15,Die Partei,7,"Glaser, Michael",3,7,,713,713,66,55,50,38,73,48,110,54,51,41,32,50,45
907,15,Die Partei,8,"Wachsmann, Daniel",7,8,,368,368,80,30,36,27,52,19,13,20,23,10,16,17,25
907,15,Die Partei,,,,,,,,,,,,,,,,,,,,
907,15,Die Partei,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,66,66,14,6,6,1,9,9,3,3,0,5,2,4,4
907,15,Die Partei,,Erststimmen insgesamt,,,,1.545,-,907,-,-,-,638,-,-,-,-,-,-,-,-
907,15,Die Partei,,Zweitstimmen insgesamt,,,,7.020,7.020,956,888,532,457,729,441,411,429,509,435,389,433,411
907,15,Die Partei,,Gesamtstimmen,,,,8.565,7.020,1.863,888,532,457,1.367,441,411,429,509,435,389,433,411
907,15,Die Partei,1,"Baier, Christian",1,1,,2.555,2.555,297,272,202,150,309,162,136,171,210,157,178,165,146
907,15,Die Partei,2,"Viertel, Kai",6,2,,1.176,269,907*,40,21,29,45,19,13,14,19,16,22,16,15
907,15,Die Partei,3,"Klingelhöfer, Anja",4,3,,1.106,1.106,179,141,96,79,87,76,45,50,76,81,56,74,66
907,15,Die Partei,4,"Baumeister, Christian",2,4,,876,876,118,187,60,67,79,40,53,34,65,64,33,33,43
907,15,Die Partei,5,"Zacher, Markus",8,5,,863,225,26,18,13,15,638*,13,15,51,24,10,13,16,11
907,15,Die Partei,6,"Veit, Oliver",5,6,,842,842,176,139,48,51,75,55,23,32,41,51,37,58,56
907,15,Die Partei,7,"Glaser, Michael",3,7,,713,713,66,55,50,38,73,48,110,54,51,41,32,50,45
907,15,Die Partei,8,"Wachsmann, Daniel",7,8,,368,368,80,30,36,27,52,19,13,20,23,10,16,17,25
907,15,Die Partei,,,,,,,,,,,,,,,,,,,,
907,15,Die Partei,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,66,66,14,6,6,1,9,9,3,3,0,5,2,4,4
907,15,Die Partei,,Erststimmen insgesamt,,,,1.545,-,907,-,-,-,638,-,-,-,-,-,-,-,-
907,15,Die Partei,,Zweitstimmen insgesamt,,,,7.020,7.020,956,888,532,457,729,441,411,429,509,435,389,433,411
907,15,Die Partei,,Gesamtstimmen,,,,8.565,7.020,1.863,888,532,457,1.367,441,411,429,509,435,389,433,411
907,15,Die Partei,1,"Baier, Christian",1,1,,2.555,2.555,297,272,202,150,309,162,136,171,210,157,178,165,146
907,15,Die Partei,2,"Viertel, Kai",6,2,,1.176,269,907*,40,21,29,45,19,13,14,19,16,22,16,15
907,15,Die Partei,3,"Klingelhöfer, Anja",4,3,,1.106,1.106,179,141,96,79,87,76,45,50,76,81,56,74,66
907,15,Die Partei,4,"Baumeister, Christian",2,4,,876,876,118,187,60,67,79,40,53,34,65,64,33,33,43
907,15,Die Partei,5,"Zacher, Markus",8,5,,863,225,26,18,13,15,638*,13,15,51,24,10,13,16,11
907,15,Die Partei,6,"Veit, Oliver",5,6,,842,842,176,139,48,51,75,55,23,32,41,51,37,58,56
907,15,Die Partei,7,"Glaser, Michael",3,7,,713,713,66,55,50,38,73,48,110,54,51,41,32,50,45
907,15,Die Partei,8,"Wachsmann, Daniel",7,8,,368,368,80,30,36,27,52,19,13,20,23,10,16,17,25
907,15,Die Partei,,,,,,,,,,,,,,,,,,,,
907,15,Die Partei,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,66,66,14,6,6,1,9,9,3,3,0,5,2,4,4
907,15,Die Partei,,Erststimmen insgesamt,,,,1.545,-,907,-,-,-,638,-,-,-,-,-,-,-,-
907,15,Die Partei,,Zweitstimmen insgesamt,,,,7.020,7.020,956,888,532,457,729,441,411,429,509,435,389,433,411
907,15,Die Partei,,Gesamtstimmen,,,,8.565,7.020,1.863,888,532,457,1.367,441,411,429,509,435,389,433,411
907,18,V-Partei,1,"Wegner, Roland",1,1,,1.451,976,123,118,112,475*,135,71,48,52,52,55,120,41,49
907,18,V-Partei,2,"Rudolf, Heike",3,2,,759,318,441*,72,34,36,61,26,9,8,18,16,9,10,19
907,18,V-Partei,3,"Harle, Konrad",4,3,,685,167,52,518*,20,24,19,2,7,5,7,8,7,7,9
907,18,V-Partei,4,"Wohlfahrt, Leonie",13,4,,659,189,27,9,15,9,16,11,19,19,30,13,470*,10,11
907,18,V-Partei,5,"Heydrich, Roy",2,5,,647,305,25,30,15,72,31,20,30,17,17,12,14,22,342*
907,18,V-Partei,6,"Burger, Kristin",18,6,,595,595,55,53,70,55,48,43,27,36,40,50,49,24,45
907,18,V-Partei,7,"Springer, Eva-Marie",6,7,,464,154,7,8,10,81,7,310*,7,3,4,11,8,1,7
907,18,V-Partei,8,"Schlipf, Pia",11,8,,459,53,10,15,4,4,406*,1,0,2,6,4,3,3,1
907,18,V-Partei,9,"Liermann, Frank",8,9,,457,37,10,5,420*,0,4,1,0,7,2,2,3,0,3
907,18,V-Partei,10,"Rayner, Edith Maria",9,10,,411,101,7,9,4,2,4,5,1,6,310*,15,14,25,9
907,18,V-Partei,11,"Fahr, Birgit",7,11,,408,90,3,9,3,16,3,7,318*,7,5,9,9,8,11
907,18,V-Partei,12,"Hanson, Cheyenne",5,12,,402,402,73,55,31,24,38,20,25,18,17,23,34,16,28
907,18,V-Partei,13,"Greif, Katharina",15,13,,398,86,6,4,4,5,6,0,0,12,15,10,11,312*,13
907,18,V-Partei,14,"Herzog, Stefan",17,14,,385,22,3,3,3,1,1,3,1,1,0,363*,1,1,4
907,18,V-Partei,15,"Woywode, Daniela",12,15,,319,64,5,5,5,1,7,0,2,255*,4,5,13,10,7
907,18,V-Partei,16,"Burghart, Anna",20,16,,294,294,20,21,21,59,31,20,10,6,20,19,22,17,28
907,18,V-Partei,17,"Buttala, Martina",10,17,,224,224,20,17,8,14,14,11,63,6,13,20,11,12,15
907,18,V-Partei,18,"Frey, Marcel",14,18,,144,144,14,5,5,4,9,1,7,3,25,47,12,4,8
907,18,V-Partei,19,"Heck, Raphael Markus",16,19,,107,107,21,17,12,2,12,4,7,6,1,5,3,4,13
907,18,V-Partei,20,"Springer, Marian Anton",19,20,,60,60,3,2,4,16,2,21,2,2,1,1,1,2,3
907,18,V-Partei,,,,,,,,,,,,,,,,,,,,
907,18,V-Partei,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,61,61,11,7,6,3,2,3,7,2,3,5,8,2,2
907,18,V-Partei,,Erststimmen insgesamt,,,,4.940,-,441,518,420,475,406,310,318,255,310,363,470,312,342
907,18,V-Partei,,Zweitstimmen insgesamt,,,,4.449,4.449,495,464,386,428,450,270,272,218,280,330,352,219,285
907,18,V-Partei,,Gesamtstimmen,,,,9.389,4.449,936,982,806,903,856,580,590,473,590,693,822,531,627
