regierungsbezirk-id,partei-id,partei-name,Nr.,Name,PL.Nr.1),G2),Gesamtstimmen,darunterZweitstimmen,101MünchenHadern,102MünchenBogenhausen,103MünchenGiesing,104MünchenMilbertshofen,105MünchenMoosach,106MünchenPasing,107MünchenRamersdorf,108MünchenSchwabing,109Altötting,"110Bad TölzWolfratshausen,GarmischPartenkirchen",111BerchtesgadenerLand,112Dachau,113Ebersberg,114Eichstätt,115Erding,116Freising,117FürstenfeldbruckOst,"118Ingolstadt,Neuburga.d.Donau","119Landsbergam Lech,FürstenfeldbruckWest",120Miesbach,121Mühldorf a.Inn,122MünchenLandNord,123MünchenLandSüd,124NeuburgSchrobenhausen,125Pfaffenhofen a.d.Ilm,126RosenheimOst,127RosenheimWest,128Starnberg,129Traunstein,130WeilheimSchongau
901,6,Die Linke,57,"Häusser, KlausPeter",19,,1447,60,2,2,2,5,3,3,3,1,,1,,3,3,1,2,4,5,1,2,1,,1387*,7,1,1,2,1,2,,2
901,6,Die Linke,58,"Schulz, Uwe",20,,1360,121,6,2,4,,7,2,4,4,6,1239*,2,4,1,2,3,2,8,1,5,6,1,2,1,4,1,1,4,8,5,25
901,6,Die Linke,59,"Braun, Dr. Harald",53,,136,136,3,7,5,7,4,3,4,6,6,8,,1,4,3,1,6,3,4,5,4,6,5,7,2,6,6,7,6,,7
901,6,Die Linke,60,"Peter, Andreas",27,,1139,126,1,3,5,2,3,3,,3,1,1,1,6,2,6,6,5,4,3,7,2,6,8,1,23,1013*,5,6,1,6,6
901,6,Die Linke,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,725,725,25,28,47,30,23,30,29,33,14,23,38,18,20,9,21,32,31,22,21,15,10,29,26,18,27,20,20,16,24,26
901,6,Die Linke,,Erststimmen insgesamt,,,40288,,1660,1923,2447,2085,1504,1562,1510,1618,731,1239,835,1051,914,1505,1173,1510,1377,1612,1710,709,856,1387,1176,989,1013,1125,1155,926,1280,1706
901,6,Die Linke,,Zweitstimmen insgesamt,,,33708,33708,1444,1530,1924,1808,1240,1240,1200,1542,733,1083,740,987,823,1030,919,1432,1088,1425,1263,637,684,1146,959,851,888,886,957,837,1070,1342
901,6,Die Linke,,Gesamtstimmen,,,73996,33708,3104,3453,4371,3893,2744,2802,2710,3160,1464,2322,1575,2038,1737,2535,2092,2942,2465,3037,2973,1346,1540,2533,2135,1840,1901,2011,2112,1763,2350,3048
901,7,ÖDP,1,"Frankenberger, Sebastian",1,,16959,15473,492,647,663,771,473,587,493,1486*,369,562,294,778,449,602,533,512,555,348,663,480,466,523,558,296,429,629,579,564,331,827
901,7,ÖDP,2,"Lüst, Christiane",6,,3318,1505,48,32,49,48,24,62,43,218,27,68,24,51,38,33,30,49,81,16,87,53,27,62,98,10,33,56,26,1813*,24,88
901,7,ÖDP,3,"Reinbold, Willi",9,,2475,585,15,13,14,18,7,15,8,34,12,15,5,21,9,1890*,13,27,23,75,21,19,11,18,15,45,32,16,15,29,15,25
901,7,ÖDP,4,"Hofner, Mechthild",4,,3700,1488,41,48,51,53,60,84,41,55,45,74,30,2212*,32,36,43,72,84,26,72,38,35,57,33,19,37,54,47,59,49,113
901,7,ÖDP,5,"Jobst, Karl Heinz",15,,1843,679,8,20,7,4,9,7,9,8,4,12,3,18,24,5,371,50,9,4,14,3,17,26,1164*,3,6,7,3,9,7,12
901,7,ÖDP,6,"Treffler, Stephan",7,,2901,385,6,14,5,11,12,13,5,11,7,13,1,15,17,14,2516*,68,5,6,12,11,37,14,8,8,6,23,11,9,6,17
901,7,ÖDP,7,"Kühn, Rudolf",2,,4326,399,6,9,7,16,4,12,10,19,9,88,7,11,7,9,9,13,9,8,21,17,9,11,20,3,6,11,12,22,14,3927*
901,7,ÖDP,8,"Reindl, Rosi",33,,765,765,7,6,7,4,7,3,9,2,1,4,11,26,417,1,90,5,4,5,7,30,11,10,20,2,1,10,51,4,7,3
901,7,ÖDP,9,"Buchner, Dr. Klaus",5,,3429,1600,55,115,70,1829*,75,81,113,142,30,49,30,52,45,25,47,65,45,19,59,33,30,71,55,14,13,51,36,67,32,81
901,7,ÖDP,10,"Fortner, Josef",12,,2297,256,1,3,7,5,2,1,2,4,3,7,3,7,3,3,7,1,4,,8,15,5,2,2,2,2,2041*,119,5,25,8
901,7,ÖDP,11,"Edenhofer, Agnes",3,,3885,3885,83,91,88,96,59,75,73,113,76,195,71,134,84,82,118,135,105,52,176,85,82,91,111,82,52,137,96,131,81,1031
901,7,ÖDP,12,"Roider, Elisabeth",35,,438,438,6,5,7,9,8,8,11,21,5,23,6,13,10,8,9,7,5,4,14,127,4,6,18,3,12,28,34,8,7,12
901,7,ÖDP,13,"Retzer, Reinhard",18,,1723,106,4,5,2,1,1,1,2,6,15,1,3,,2,5,8,4,3,3,2,4,1617*,1,1,,4,10,5,3,8,2
901,7,ÖDP,14,"Walter von, Mechthild",37,,399,399,21,30,23,74,40,47,15,27,2,7,,11,8,4,4,10,11,3,11,8,2,6,7,,2,6,4,7,3,6
901,7,ÖDP,15,"Bothar, Wilhelm",22,,1395,119,2,1,1,3,1,4,2,1,4,5,3,2,3,,2,3,2,,4,23,2,2,1,,,41,1276*,,3,4
901,7,ÖDP,16,"Buttner, Wolfgang",10,,2424,141,4,4,1,8,3,4,3,6,,8,1,3,1,3,,3,5,2,2283*,,2,4,4,,3,7,3,8,,51
901,7,ÖDP,17,"Kästl, Jörg",27,,1242,57,1,,2,1,5,1,4,3,2,,1,3,1,,9,1185*,2,1,3,1,,2,2,2,5,1,4,,,1
901,7,ÖDP,18,"Spannagl, Franziska",13,,2187,644,30,29,31,33,32,1543*,29,31,14,24,7,31,22,18,14,36,20,13,32,15,14,30,25,7,11,22,17,13,15,29
901,7,ÖDP,19,"Würflein, Michael",16,,1830,402,3,5,4,6,4,3,1,7,6,3,5,7,1,154,6,8,10,1428*,8,5,2,13,4,26,89,3,4,4,4,7
901,7,ÖDP,20,"Lierhammer, Gerd",23,,1394,153,7,1241*,13,19,7,7,10,15,,4,1,4,6,4,3,4,3,3,5,,2,12,5,1,2,5,1,4,2,4
901,7,ÖDP,21,"Stöckl, Herbert",8,,2623,450,6,8,6,14,3,8,2,11,4,2173*,1,7,1,5,2,4,8,8,21,5,4,8,7,2,5,5,7,16,3,269
901,7,ÖDP,22,"WeiglMühlfeld, Johanna",52,,141,141,2,4,6,2,2,5,1,2,2,3,2,3,46,2,,3,5,2,1,6,2,,1,2,2,8,15,3,4,5
901,7,ÖDP,23,"Prudlo, Thomas",19,,1634,412,1222*,33,33,42,33,23,18,48,,11,2,13,8,,11,9,10,5,11,17,1,10,27,2,4,10,4,17,1,9
901,7,ÖDP,24,"Pfisterer, Tanja",17,,1757,331,7,12,15,11,7,13,7,3,5,6,4,12,7,5,4,11,1426*,5,39,3,8,10,16,3,8,14,11,48,15,22
901,7,ÖDP,25,"Thanbichler, Agnes",11,,2353,240,3,4,4,3,5,6,2,5,16,5,2113*,12,8,4,9,3,4,5,8,5,15,8,7,2,2,10,9,3,53,20
901,7,ÖDP,26,"Kauer, Helmut",28,,1215,81,1,,3,2,2,,2,,7,4,27,1,1,,2,2,1,1,3,2,3,4,2,,,3,4,2,1134*,2
901,7,ÖDP,27,"Edelmann, Dorothea",49,,168,168,8,12,7,10,7,10,11,10,,6,2,7,4,1,5,8,5,,7,1,1,5,8,,2,7,4,4,4,12
901,7,ÖDP,28,"Senftleben, Frank",25,,1264,91,3,3,6,2,,2,4,2,9,,4,,1173*,,3,2,2,1,5,3,1,6,5,4,1,4,8,7,2,2
901,7,ÖDP,29,"Fischer, Richard",20,,1466,136,2,2,4,7,3,4,2,6,,5,1,16,2,5,1,24,1,7,2,2,3,2,1,25,1330*,2,1,1,,5
901,7,ÖDP,30,"Huber, Johann",14,,2047,434,9,7,8,9,2,8,7,7,1613*,17,90,10,5,6,12,10,10,1,18,6,47,5,9,2,7,18,26,7,39,32
901,7,ÖDP,31,"Louisoder, Bernd",30,,1048,58,3,3,4,4,990*,1,2,3,2,4,1,,4,,1,1,1,1,3,,,6,5,1,,2,3,1,1,1
901,7,ÖDP,32,"Cordes, Wilhelm",21,,1447,92,4,6,6,4,2,1,1,11,,,,3,3,,3,17,5,1,3,1,2,1355*,6,1,,3,,6,1,2
901,7,ÖDP,33,"Hartmann, Günther",26,,1245,201,16,11,9,14,11,9,1044*,17,1,6,,4,3,5,11,3,3,5,13,2,5,12,6,3,4,7,3,7,3,8
901,7,ÖDP,34,"Oswald, Birgit",29,,1135,36,1,4,1099*,3,1,2,,1,1,1,,,1,,1,2,,1,5,,1,4,1,,,1,2,1,1,1
901,7,ÖDP,35,"Maier, Ludwig",34,,493,493,4,4,4,4,1,6,3,6,9,7,4,4,14,14,15,5,5,4,19,4,54,5,2,2,5,76,186,3,13,11
901,7,ÖDP,36,"Gölzner, Steffen",55,,123,123,,1,1,,2,,,1,,,,2,,,1,,4,3,94,1,1,3,,,,3,,,,6
901,7,ÖDP,37,"Hofstetter, Hermann",58,,106,106,2,2,3,1,3,1,,1,6,4,3,2,,,,1,2,,1,1,3,4,,1,1,2,3,1,57,1
901,7,ÖDP,38,"Schmid, Georg",47,,198,198,1,1,2,1,1,3,1,1,16,1,2,1,3,,3,5,2,1,3,2,137,1,2,,,1,1,1,2,3
901,7,ÖDP,39,"Koller, Regina",38,,363,363,13,10,15,22,10,22,7,4,4,20,8,24,7,4,15,8,14,9,17,14,12,8,8,9,10,14,16,16,7,16
901,7,ÖDP,40,"Heim, Adrian",45,,226,226,1,2,1,,1,1,,1,,1,,191,,1,,2,14,,3,3,1,,1,,1,1,,,,
901,7,ÖDP,41,"Köstler, Raimund",43,,256,256,2,1,1,1,,1,3,2,1,3,,2,2,39,1,3,1,141,2,1,,2,2,20,19,1,2,2,,1
901,7,ÖDP,42,"Hitzner, Sabine",44,,248,248,5,,2,2,,2,2,2,2,9,6,4,4,4,3,2,,,2,8,3,1,2,,2,107,55,1,15,3
901,7,ÖDP,43,"Knatz, Bernd",54,,131,131,1,2,,3,2,1,3,1,,4,,9,,,,12,,1,4,1,1,73,,2,2,1,2,2,1,3
901,7,ÖDP,44,"Gampe, Stefan",42,,293,293,1,6,3,5,2,6,6,4,14,14,6,4,4,3,18,11,5,,7,11,99,1,,5,4,12,21,8,6,7
901,7,ÖDP,45,"Kienle, Patricia",53,,140,140,2,5,,2,1,,2,3,3,1,1,3,2,9,2,6,2,5,5,2,,3,1,2,66,2,3,2,2,3
901,7,ÖDP,46,"Baumgartner, Hans",36,,427,427,1,3,3,4,7,2,4,8,17,10,283,4,5,2,,7,2,1,4,,2,,1,1,3,12,8,2,25,6
901,7,ÖDP,47,"Zollbrecht, Claudia",39,,319,319,16,22,17,20,12,18,12,7,3,10,3,18,10,7,13,14,18,3,12,2,9,12,5,2,7,9,5,10,9,14
901,7,ÖDP,48,"Stichlmair, Michael",40,,307,307,2,1,4,,4,3,4,3,4,7,1,15,,12,3,7,3,3,11,3,4,1,1,163,29,4,5,3,,7
901,7,ÖDP,49,"Müller, Maria",57,,113,113,5,5,3,9,4,9,4,4,1,4,,6,4,1,,3,5,2,5,,8,8,3,2,,3,2,4,3,6
901,7,ÖDP,50,"Ryba, Eberhard",51,,142,142,5,6,5,8,9,8,7,4,2,5,3,7,4,3,2,9,3,2,11,2,1,5,1,1,5,5,4,2,3,10
901,7,ÖDP,51,"Limmer, Peter",24,,1286,151,1,7,7,6,5,3,4,1,5,30,3,5,3,3,2,12,5,2,5,1135*,5,4,7,1,4,1,8,4,3,5
901,7,ÖDP,52,"Sandweg, Michael",56,,119,119,6,8,5,12,6,6,6,11,,3,1,1,2,2,2,7,3,1,3,,3,6,8,,3,2,4,4,1,3
901,7,ÖDP,53,"Ellwanger, Ulrich",50,,147,147,1,1,,2,2,6,,2,,2,,4,1,1,2,2,19,1,13,1,1,3,4,,,,2,70,1,6
901,7,ÖDP,54,"Lutz, Peter",60,,46,46,1,2,1,6,4,1,4,1,1,2,,,2,,1,1,5,1,1,,,2,2,1,3,1,1,,1,1
901,7,ÖDP,55,"Sombach, Hanno",59,,51,51,,2,1,,,1,,1,,,,1,4,,,6,1,1,3,,,20,1,,1,1,,2,3,2
901,7,ÖDP,56,"Wimmer, Lisa",48,,182,182,3,5,4,2,6,2,4,13,1,6,,2,2,2,4,1,4,2,4,1,28,4,3,2,3,18,31,5,6,14
901,7,ÖDP,57,"Sedlmeier, Jakob",46,,203,203,,,1,,3,,,,,3,4,,,117,1,17,1,25,8,,1,1,,4,11,2,1,1,1,1
901,7,ÖDP,58,"Bendl, Roswitha",41,,304,304,2,,6,4,2,1,,2,2,3,3,2,6,3,223,22,5,1,2,,2,3,,,,2,1,2,1,4
901,7,ÖDP,59,"Huber, Andreas",32,,979,979,11,8,6,10,7,9,7,13,81,25,319,23,5,7,21,27,10,3,21,20,16,8,10,5,13,41,18,21,181,33
901,7,ÖDP,60,"Hofmaier, Franz",31,,990,401,3,3,3,1,,1,1,1,,2,3,2,4,96,3,1,5,222,4,1,1,1,3,589*,25,6,2,1,2,4
901,7,ÖDP,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,719,719,10,18,12,17,9,14,12,16,17,38,40,19,13,23,32,35,28,8,45,24,19,41,22,10,20,32,26,20,16,83
901,7,ÖDP,,Erststimmen insgesamt,,,47847,,1222,1241,1099,1829,990,1543,1044,1486,1613,2173,2113,2212,1173,1890,2516,1185,1426,1428,2283,1135,1617,1355,1164,589,1330,2041,1276,1813,1134,3927
901,7,ÖDP,,Zweitstimmen insgesamt,,,39537,39537,1004,1311,1273,1449,1014,1234,1038,962,867,1444,1333,1630,1373,1392,1748,1397,1206,1073,1667,1122,1262,1261,1177,803,1017,1570,1571,1256,1119,2964
901,7,ÖDP,,Gesamtstimmen,,,87384,39537,2226,2552,2372,3278,2004,2777,2082,2448,2480,3617,3446,3842,2546,3282,4264,2582,2632,2501,3950,2257,2879,2616,2341,1392,2347,3611,2847,3069,2253,6891
901,8,REP,1,"Huber, Martin",1,,7058,4814,111,110,176,111,154,121,147,59,248,142,227,203,165,149,2244*,227,163,165,166,123,278,184,175,150,153,218,210,122,194,163
901,8,REP,2,"Hötzel, Rudolf",2,,2437,986,7,7,9,4,3,4,12,4,22,8,49,11,16,2,286,8,14,6,13,60,11,17,13,7,9,1451*,334,7,32,11
901,8,REP,3,"Schöne, Tilo",6,,1196,226,8,5,,2,6,2,8,6,9,10,970*,7,2,5,10,12,2,4,6,4,4,5,2,3,6,11,10,4,61,12
901,8,REP,4,"Schecklmann, Peter",10,,1100,399,3,2,3,2,4,2,2,1,1,7,5,8,,118,6,8,6,701*,3,,,6,3,103,84,9,5,1,3,4
901,8,REP,5,"Bauer, Adolf",17,,831,352,13,11,4,8,8,12,7,6,14,14,12,12,8,6,12,10,49,12,22,6,7,17,13,5,7,11,19,479*,12,15
901,8,REP,6,"Peschke, Günter",9,,1102,484,1,3,13,6,4,4,11,2,10,8,9,11,10,5,261,13,4,4,6,5,12,14,5,8,618*,18,15,9,5,8
901,8,REP,7,"Schubert, Gottfried",5,,1226,669,4,15,17,13,22,25,20,6,12,557*,12,19,11,12,20,13,17,17,27,12,9,19,22,19,12,177,64,8,29,16
901,8,REP,8,"Schmid, Markus",3,,2265,951,4,6,16,5,6,8,15,2,14,18,58,8,22,14,32,25,10,9,13,70,28,18,14,17,20,405,1314*,9,55,30
901,8,REP,9,"Vogl, Günther",11,,946,165,3,2,1,1,4,1,3,,781*,4,31,3,1,5,4,4,,4,2,1,51,2,1,,3,3,6,1,24,
901,8,REP,10,"Fischer, Herbert",12,,916,204,5,6,10,5,8,6,15,2,9,12,9,9,2,6,8,9,2,2,6,7,3,23,712*,4,5,6,11,4,5,5
901,8,REP,11,"Lurz, Manfred",25,,762,107,4,,3,1,2,,1,1,4,1,1,3,1,1,3,1,3,6,655*,3,4,2,2,,3,39,7,3,5,3
901,8,REP,12,"Wengle, Wolfgang",23,,808,220,6,4,7,5,7,6,12,3,11,9,18,6,588*,2,8,8,7,5,1,2,5,2,5,1,4,21,36,3,7,9
901,8,REP,13,"Demmel, Helmuth",32,,315,315,2,6,8,11,3,4,4,2,8,6,10,7,95,3,19,11,5,4,4,5,7,8,12,9,6,5,29,2,7,13
901,8,REP,14,"Götz, Werner",15,,832,372,4,7,4,1,6,4,10,1,8,13,19,6,8,1,12,7,10,12,5,460*,7,11,9,5,2,98,63,11,15,13
901,8,REP,15,"Strobl, Manfred",14,,890,123,,3,,4,1,2,1,3,49,1,9,5,2,2,3,1,3,,5,,9,3,3,1,1,1,9,,767*,2
901,8,REP,16,"Attenhauser, Peter",8,,1145,497,1,2,3,2,,1,4,1,2,6,4,2,,5,409,9,2,1,1,5,648*,5,9,2,2,3,5,2,6,3
901,8,REP,17,"Kellermann, Otto",16,,832,218,2,,1,2,3,2,3,,1,3,3,2,7,,157,614*,1,3,3,2,3,5,3,2,1,1,2,3,2,1
901,8,REP,18,"Wengle, Brigitte",38,,108,108,1,,3,2,2,3,3,1,3,3,6,2,8,,4,3,,3,,2,4,1,3,2,2,18,21,1,4,3
901,8,REP,19,"Fuchs, Josef",37,,129,129,2,,1,2,2,2,,,7,2,5,5,1,14,6,5,2,8,1,2,1,4,2,36,9,3,3,1,2,1
901,8,REP,20,"Gottanker, Johann",36,,143,143,8,3,7,20,13,6,9,3,,3,,10,2,,,4,9,5,4,4,1,3,6,2,3,7,3,4,2,2
901,8,REP,21,"Haas, Angelika",27,,627,148,8,7,8,11,15,479*,10,2,4,3,7,4,7,4,2,4,7,3,4,2,4,10,3,1,1,3,3,3,2,6
901,8,REP,22,"Hermann, FrankUwe",28,,440,80,4,360*,8,2,9,8,4,2,1,1,,5,1,1,1,3,1,,3,2,,6,5,2,,2,,3,3,3
901,8,REP,23,"Hornberger, Reinhard",21,,818,198,8,14,620*,16,15,16,29,6,3,3,6,2,3,1,4,3,5,7,3,2,1,15,9,5,3,2,3,5,4,5
901,8,REP,24,"Jensen, Wolfgang",19,,830,126,4,3,1,,4,2,2,,2,2,4,9,1,704*,3,4,1,5,4,,,4,2,47,6,1,2,1,7,5
901,8,REP,25,"Khalid, AbdulLatife",30,,362,148,2,2,5,8,1,3,3,214*,4,3,5,42,7,2,7,6,5,3,4,6,7,4,4,3,1,2,5,1,2,1
901,8,REP,26,"Kiehnast, Norbert",4,,1959,1297,44,50,64,74,73,55,662*,28,35,33,35,48,37,21,66,59,88,39,37,28,26,91,64,24,25,27,22,31,31,42
901,8,REP,27,"Kolar, Stanislav",29,,374,35,339*,1,1,4,3,2,3,,2,1,2,,,1,,3,,,,1,1,2,1,2,,1,1,,1,2
901,8,REP,28,"Leicht, Horst",24,,797,99,1,,1,2,2,5,2,1,,7,2,7,2,2,4,2,698*,8,10,3,,3,5,2,3,3,4,12,3,3
901,8,REP,29,"Lörk, Petra",7,,1161,322,10,6,9,13,15,9,10,5,15,18,7,13,13,4,14,34,15,6,7,9,9,839*,13,10,12,6,12,7,4,17
901,8,REP,30,"Mederle, Augustinus",34,,225,225,2,4,2,1,4,2,5,1,4,5,2,5,4,30,5,5,8,9,6,4,3,6,5,60,17,7,6,1,5,7
901,8,REP,31,"Meinhart, Wolfgang",18,,831,228,16,15,12,603*,21,11,24,6,3,5,7,8,5,2,5,2,5,1,9,7,2,16,7,1,5,5,7,10,5,6
901,8,REP,32,"Schecklmann, Ulrike",22,,812,327,3,1,2,1,1,2,5,1,1,3,4,3,2,54,2,6,2,168,3,5,2,5,7,485*,33,1,1,2,1,6
901,8,REP,33,"Schielke, Marco",20,,828,120,2,,,2,3,1,1,,6,12,7,2,1,3,5,4,9,2,22,4,9,2,5,5,2,3,4,2,2,708*
901,8,REP,34,"Schink, Olaf",39,,63,63,,2,4,8,4,2,7,,1,3,1,4,1,1,5,2,3,,1,,2,5,1,,1,,,3,2,
901,8,REP,35,"Schmaus, Johann",26,,650,64,5,3,4,5,586*,6,6,4,2,3,4,3,1,1,2,1,2,,,1,1,,2,,,1,2,2,2,1
901,8,REP,36,"SchmidtHönow, Christian",35,,161,161,2,5,3,1,2,8,1,,5,6,2,3,1,2,4,5,55,3,6,3,,6,7,1,3,2,3,18,2,2
901,8,REP,37,"Schuster, Felix",13,,899,114,,2,3,2,6,2,9,1,1,5,,785*,2,3,10,4,8,7,5,1,2,8,9,1,4,1,7,2,7,2
901,8,REP,38,"Steer, Johann",33,,252,252,4,4,4,8,2,4,7,2,1,9,8,69,4,4,9,7,33,1,11,1,6,7,5,7,6,6,8,1,7,7
901,8,REP,39,"Weber, Georg",31,,340,340,1,3,6,3,3,1,8,5,2,11,8,6,8,8,4,3,11,3,120,7,4,6,4,7,6,4,9,12,6,61
901,8,REP,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,299,299,7,11,10,4,11,4,7,5,9,12,32,14,7,7,17,14,8,6,9,8,3,15,13,2,5,11,21,3,5,19
901,8,REP,,Erststimmen insgesamt,,,21641,,339,360,620,603,586,479,662,214,781,557,970,785,588,704,2244,614,698,701,655,460,648,839,712,485,618,1451,1314,479,767,708
901,8,REP,,Zweitstimmen insgesamt,,,16128,16128,312,325,433,372,452,358,430,172,533,415,630,586,468,501,1429,549,575,541,552,407,526,560,473,556,465,1142,972,314,571,509
901,8,REP,,Gesamtstimmen,,,37769,16128,651,685,1053,975,1038,837,1092,386,1314,972,1600,1371,1056,1205,3673,1163,1273,1242,1207,867,1174,1399,1185,1041,1083,2593,2286,793,1338,1217
901,9,Bayern Partei,1,"Weber, Florian",1,,15225,11771,230,246,289,251,248,274,249,164,282,655,304,616,610,338,582,497,459,155,558,681,342,391,407,290,319,718,3454*,402,467,747
901,9,Bayern Partei,2,"Schöps, Richard",8,,3178,1572,78,88,111,84,84,1606*,84,64,18,37,20,62,32,9,25,47,52,9,51,14,17,79,53,19,12,15,326,30,12,40
901,9,Bayern Partei,3,"Baumgartner, Alfons",4,,4652,1024,26,19,28,21,23,28,15,22,26,35,101,46,30,24,25,47,26,19,37,21,32,37,27,15,14,103,112,16,3628*,49
901,9,Bayern Partei,4,"Dempfle, Hermann",3,,5889,2334,30,21,36,35,29,26,22,16,41,129,58,73,132,31,103,103,64,15,3555*,97,97,45,45,65,40,116,263,83,84,435
901,9,Bayern Partei,5,"Lausch, Josef",6,,3727,1613,5,11,12,5,8,8,5,4,18,36,15,15,111,7,22,10,14,3,60,2114*,36,28,41,14,8,170,872,19,39,17
901,9,Bayern Partei,6,"Leistl, HansAnton",5,,4199,426,8,7,12,8,3,8,10,2,3,3773*,8,9,8,1,7,16,10,,17,18,5,8,10,5,6,5,9,21,5,197
901,9,Bayern Partei,7,"Schropp, Regina",2,,6019,734,18,12,17,15,14,7,13,10,9,192,15,16,19,7,23,22,19,2,95,21,7,22,21,9,12,14,21,69,13,5285*
901,9,Bayern Partei,8,"Summerer, Christa",18,,2202,903,7,4,8,8,4,10,4,6,6,24,1299*,9,17,8,9,18,12,3,16,21,18,16,4,4,8,82,21,8,515,33
901,9,Bayern Partei,9,"Freund, HelmutJosef",7,,3346,261,3,4,7,4,2,1,5,1,3,5,10,9,5,1,3,6,4,3,7,10,9,5,2,5,5,3085*,92,7,36,7
901,9,Bayern Partei,10,"Progl, Richard",22,,2079,778,42,1301*,60,34,66,87,47,29,6,14,4,35,21,6,20,22,53,8,33,7,9,36,25,8,16,11,19,20,10,30
901,9,Bayern Partei,11,"Wagner, Johann",12,,2968,436,7,11,8,5,10,11,8,7,22,33,14,13,21,5,2532*,50,12,3,16,9,72,14,9,6,11,11,13,6,10,19
901,9,Bayern Partei,12,"Paintner, Josef",10,,3031,323,5,4,8,8,35,33,12,9,4,9,4,2708*,7,5,10,26,29,1,24,3,4,17,10,5,5,5,14,12,8,7
901,9,Bayern Partei,13,"Eckert, Christian",9,,3174,529,11,10,10,4,6,6,10,3,11,19,4,7,2645*,4,254,12,9,5,4,8,31,19,8,6,5,15,22,5,9,12
901,9,Bayern Partei,14,"Niedermeier, Andreas",24,,1956,568,53,61,63,23,55,41,1388*,18,3,12,3,13,19,3,19,21,14,5,15,9,4,28,22,7,9,6,11,14,3,14
901,9,Bayern Partei,15,"Miehling, Andrea",27,,1844,672,3,6,4,5,4,6,5,4,6,13,4,14,7,204,10,29,6,1172*,10,8,5,7,7,132,146,3,6,5,4,9
901,9,Bayern Partei,16,"Bauer, Robert",21,,2098,263,5,1,8,6,4,6,5,3,49,11,4,7,10,6,9,13,8,1,10,9,1835*,15,8,6,9,8,13,6,15,8
901,9,Bayern Partei,17,"Beierbeck, Franz",20,,2169,179,3,3,10,1,2,1,5,,3,76,1,4,2,,4,6,8,,5,5,1,5,1990*,9,1,2,2,7,3,10
901,9,Bayern Partei,18,"Dorn, Hubert",17,,2296,810,29,39,37,32,1486*,54,41,19,12,74,7,35,26,11,33,21,35,5,48,19,14,32,38,14,13,9,13,13,38,49
901,9,Bayern Partei,19,"Eberle, Johann",28,,1742,472,23,18,28,1270*,28,30,18,17,9,21,4,27,16,11,16,12,23,5,24,8,9,23,17,9,7,12,14,12,15,16
901,9,Bayern Partei,20,"Ferstl, Christian",11,,2993,667,18,10,17,10,12,29,10,3,23,24,12,27,12,2326*,30,36,31,38,30,22,14,19,16,80,25,7,20,26,21,45
901,9,Bayern Partei,21,"Gmeinwieser, Andreas",13,,2953,1374,1579*,89,108,92,74,95,104,48,11,37,8,53,47,21,33,52,79,8,51,27,5,75,72,23,21,22,22,46,15,36
901,9,Bayern Partei,22,"Gornik, Charlotte",29,,1567,657,44,35,32,32,26,35,34,910*,9,26,7,14,9,12,22,21,28,9,39,22,10,28,21,21,17,10,22,30,10,32
901,9,Bayern Partei,23,"Leischner, Dr. Ulrich",19,,2198,497,26,32,1701*,25,30,29,25,17,5,20,6,25,18,5,13,21,18,4,23,7,12,27,31,11,4,11,14,14,6,18
901,9,Bayern Partei,24,"Lintl, Andreas",15,,2445,271,7,6,3,6,5,5,10,1,5,42,,5,7,2,6,8,18,3,38,3,3,5,9,4,4,3,10,2174*,4,49
901,9,Bayern Partei,25,"Mayerhofer, Rupert",26,,1920,403,6,9,5,6,10,10,7,7,1517*,12,15,16,8,15,15,13,13,,9,16,89,12,6,5,11,13,17,12,27,19
901,9,Bayern Partei,26,"Podehl, Werner",23,,2012,123,,2,2,4,1,1,11,2,1,5,1,8,27,4,5,4,2,,6,2,5,1889*,8,,2,2,4,7,1,6
901,9,Bayern Partei,27,"Roth, Wolfgang",16,,2419,130,5,3,1,5,3,2,5,,3,7,4,11,5,4,30,2289*,5,,6,1,3,4,2,2,5,,5,,6,3
901,9,Bayern Partei,28,"Salvermoser, Christian",30,,1491,236,5,3,5,2,5,7,6,4,1,5,1,40,,3,4,16,7,2,7,,1,4,2,1255*,96,,1,5,2,2
901,9,Bayern Partei,29,"Träxler, Gisela",14,,2471,159,6,5,5,4,4,9,5,2,1,6,3,9,4,1,3,4,2312*,2,31,7,3,3,4,5,3,1,7,13,3,6
901,9,Bayern Partei,30,"Wimmer, Erich",25,,1924,309,33,12,24,19,15,21,14,12,4,7,1,12,7,2,6,5,18,3,18,7,9,7,5,7,1615*,6,10,12,4,9
901,9,Bayern Partei,31,"Amann, Harold",56,,288,288,,3,2,5,1,1,,1,3,2,3,6,169,1,39,6,5,1,1,2,1,13,4,2,1,3,6,2,3,2
901,9,Bayern Partei,32,"Auer, Anton",51,,364,364,1,1,6,1,1,5,2,1,4,124,2,4,2,,4,2,5,1,5,148,1,6,4,3,3,2,8,3,1,14
901,9,Bayern Partei,33,"Bauer, Günter",58,,253,253,3,4,8,5,1,3,6,,6,6,2,3,34,2,15,9,6,,5,1,4,94,9,7,3,1,7,3,1,5
