regierungsbezirk-id,partei-id,partei-name,Nr.,Name,PL.- Nr.2),G3),Gesamtstimmen,darunter Zweitstimmen,701  Augsburg-Stadt-Ost,702  Augsburg-Stadt-West,703  Aichach-Friedberg,"704  Augsburg-Land, Dillingen",705  Augsburg-Land-Süd,706  Donau-Ries,707  Günzburg,708  Kaufbeuren,"709  Kempten, Oberallgäu","710  Lindau, Sonthofen",711  Marktoberdorf,712  Memmingen,713  Neu-Ulm
907,3,Freie Wähler,2,"Häusler, Johann",4,,15030,4733,112,393,509,10297*,1152,557,287,811,151,188,104,128,341
907,3,Freie Wähler,3,"Müller, Ulrike",1,L,23078,13298,206,243,514,943,655,529,681,891,9780*,5981,1021,1051,583
907,3,Freie Wähler,4,"Herz, Dr. Leopold",3,L,19538,10200,78,101,247,398,293,371,299,618,5363,9338*,1547,599,286
907,3,Freie Wähler,5,"Wengert, Petra",7,,8677,4219,803,565,4458*,474,930,300,221,191,204,146,138,84,163
907,3,Freie Wähler,6,"Mehring, Fabian",5,,12457,6031,180,380,317,3915,6426*,550,90,124,125,108,72,86,84
907,3,Freie Wähler,7,"Mühlbauer, Hermann",12,,5575,942,14,23,31,358,84,29,4633*,45,23,47,15,24,249
907,3,Freie Wähler,8,"Weiss, Werner",9,,7148,1246,21,29,27,78,49,34,541,90,66,61,25,225,5902*
907,3,Freie Wähler,9,"Wengenmeir, Johann",6,,10818,5520,795,700,848,458,928,251,274,379,257,230,145,5298*,255
907,3,Freie Wähler,10,"Trinkwalder, Markus",8,,7690,1605,20,23,39,25,67,21,32,1068,168,66,6085*,43,33
907,3,Freie Wähler,11,"StuberSchneider, Regina",14,,5202,1946,3256*,520,326,127,317,97,94,75,76,77,47,109,81
907,3,Freie Wähler,12,"Schafitel, HansVolker",10,,6577,2353,905,4224*,348,185,521,59,50,49,43,72,39,30,52
907,3,Freie Wähler,13,"Horst, Bernd",11,,5829,556,24,17,28,258,59,5273*,29,32,22,25,14,23,25
907,3,Freie Wähler,14,"Zelt, Hermann",13,,5392,5392,58,83,115,119,166,92,128,515,562,298,167,2744,345
907,3,Freie Wähler,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,831,831,33,62,55,92,65,78,71,55,44,110,50,59,57
907,3,Freie Wähler,,Erststimmen insgesamt,,,83154,,3256,4224,4458,10297,6426,5273,4633,8184,9780,9338,6085,5298,5902
907,3,Freie Wähler,,Zweitstimmen insgesamt,,,73271,73271,3651,3593,4186,8491,6311,3824,3743,4943,8397,8462,7071,6929,3670
907,3,Freie Wähler,,Gesamtstimmen,,,156425,73271,6907,7817,8644,18788,12737,9097,8376,13127,18177,17800,13156,12227,9572
907,4,Grüne,1,"Kamm, Christine",1,L,31779,24689,7090*,4107,2644,2553,2948,1283,1484,1377,1698,1941,1392,1404,1858
907,4,Grüne,2,"Gehring, Thomas",2,L,14071,6885,1132,60,51,50,79,41,59,95,7186*,4841,219,161,97
907,4,Grüne,3,"Schopper, Theresa",5,,8241,3650,776,277,235,154,215,141,146,499,445,321,4591*,228,213
907,4,Grüne,4,"Räder, Christine",6,,8107,4381,440,212,180,154,185,88,195,3726*,778,382,1230,309,228
907,4,Grüne,5,"Deisenhofer, Maximilian",7,,7734,3109,506,308,160,245,277,73,4625*,307,219,211,170,312,321
907,4,Grüne,6,"KneißlEder, Ursula",13,,4306,405,46,32,28,77,24,3901*,25,29,27,43,26,24,24
907,4,Grüne,7,"Bozoglu, Cemal",4,,9209,2924,1671,6285*,172,121,223,54,109,86,94,112,58,76,148
907,4,Grüne,8,"Kienle, Doris",17,,1224,1224,53,45,27,36,38,18,23,143,80,76,53,584,48
907,4,Grüne,9,"Liepert, Stefan",12,,4313,454,21,19,11,20,13,3,46,65,104,79,39,3859*,34
907,4,Grüne,10,"Stephan, Katharina",19,,1122,1122,142,110,76,59,84,38,94,66,103,134,71,60,85
907,4,Grüne,11,"Kolb, Alexander",9,,6279,633,118,113,48,78,5646*,21,37,49,42,36,36,32,23
907,4,Grüne,12,"Jung, Ursula",20,,1063,1063,141,63,94,36,551,14,24,37,18,29,19,14,23
907,4,Grüne,13,"Becker, Klaus",10,,5416,747,152,106,4669*,54,73,23,37,36,59,67,46,35,59
907,4,Grüne,14,"Wild, Kirsten",23,,710,710,16,15,5,31,10,5,542,6,5,9,10,10,46
907,4,Grüne,15,"Greif, Holger",11,,4708,102,8,6,4,5,7,2,21,3,13,10,5,18,4606*
907,4,Grüne,16,"Gruber, Gundula",21,,1049,1049,41,22,17,22,18,12,33,14,25,37,22,72,714
907,4,Grüne,17,"Ach, Nico",8,,7712,3633,132,93,46,4079*,66,3080,30,17,31,52,20,18,48
907,4,Grüne,18,"Federlin, Magdalena",24,,677,677,34,19,521,20,16,6,8,9,10,17,4,9,4
907,4,Grüne,19,"Endhardt, Hubert",14,,1825,1825,118,90,45,56,38,20,88,192,122,72,896,40,48
907,4,Grüne,20,"Steinle, Anja",25,,658,658,20,12,7,17,19,9,19,325,33,30,99,51,17
907,4,Grüne,21,"Schwindel, Dr. Michael",22,,1001,1001,154,95,74,50,284,18,65,32,44,71,35,33,46
907,4,Grüne,22,"Destruelle, Mechthild",16,,1233,1233,41,22,9,34,15,6,41,17,26,39,13,49,921
907,4,Grüne,23,"Lurz, Peter",26,,188,188,28,12,23,6,93,,2,3,3,6,3,8,1
