UniqueID,parteiID,partei,Wahlkreis,ID,Name,Geb. Jahr,Wohnort
10101,1,CSU,901,101,"Aigner, Ilse",1964,Otterfing
10102,1,CSU,901,102,"Huber, Dr. Marcel",1958,Ampfing
10103,1,CSU,901,103,"Spaenle, Dr. Ludwig",1961,München
10104,1,CSU,901,104,"Schreyer, Kerstin",1971,Unterhaching
10105,1,CSU,901,105,"Kiechle, Dr. Marion",1960,München
10106,1,CSU,901,106,"Kaniber, Michaela",1977,Bayerisch Gmain
10107,1,CSU,901,107,"Herrmann, Dr. Florian",1971,Freising
10108,1,CSU,901,108,"Eisenreich, Georg",1970,München
10109,1,CSU,901,109,"Artmann, Daniel",1988,Rosenheim
10110,1,CSU,901,110,"Blume, Markus",1975,München
10111,1,CSU,901,111,"Scharf, Ulrike",1967,Fraunberg
10112,1,CSU,901,112,"Goppel, Dr. Thomas",1947,Eresing
10113,1,CSU,901,113,"Schmid, Josef",1969,München
10114,1,CSU,901,114,"Weidenbusch, Ernst",1963,Haar
10115,1,CSU,901,115,"Wittmann, Mechthilde",1967,München
10116,1,CSU,901,116,"Fröschl, Markus",1965,Trostberg
10117,1,CSU,901,117,"Schwaiger, Johann",1957,Grafing b.München
10118,1,CSU,901,118,"Schreder, Thomas",1966,Erding
10119,1,CSU,901,119,"Schorer-Dremel, Tanja",1964,Eichstätt
10120,1,CSU,901,120,"Theiss, Dr. Hans",1977,München
10121,1,CSU,901,121,"Bachhuber, Martin",1955,Bad Heilbrunn
10122,1,CSU,901,122,"Brannekämper, Robert",1965,München
10123,1,CSU,901,123,"Dorow, Alex",1964,Landsberg am Lech
10124,1,CSU,901,124,"Eiling-Hütig, Dr. Ute",1967,Feldafing
10125,1,CSU,901,125,"Enghuber, Matthias",1984,Neuburg a.d.Donau
10126,1,CSU,901,126,"Grob, Alfred",1965,Ingolstadt
10127,1,CSU,901,127,"Haas, August",1961,Dachau
10128,1,CSU,901,128,"Heese, Lutz",1948,München
10129,1,CSU,901,129,"Heimisch, Alexander",1978,Gaimersheim
10130,1,CSU,901,130,"Huber, Dr. Martin",1977,Töging a.Inn
10131,1,CSU,901,131,"Huber, Thomas",1972,Grafing b.München
10132,1,CSU,901,132,"Kittenrainer, Georg",1982,Bayrischzell
10133,1,CSU,901,133,"Kühn, Harald",1963,Murnau a.Staffelsee
10134,1,CSU,901,134,"Lederer, Otto",1970,Tuntenhausen
10135,1,CSU,901,135,"Lorenz, Andreas",1971,München
10136,1,CSU,901,136,"Miskowitsch, Benjamin",1984,Mammendorf
10137,1,CSU,901,137,"Moser, Christian",1989,Pfaffenhofen a.d.Ilm
10138,1,CSU,901,138,"Picker, Rolf-Jürgen",1953,Starnberg
10139,1,CSU,901,139,"Pickert, Tina",1984,München
10140,1,CSU,901,140,"Pollmann, Stephanie",1990,Heldenstein
10141,1,CSU,901,141,"Scheitz, Georg",1967,Andechs
10142,1,CSU,901,142,"Schickel, Dr. Matthias",1969,Ingolstadt
10143,1,CSU,901,143,"Seidenath, Bernhard",1968,Haimhausen
10144,1,CSU,901,144,"Steiner, Klaus",1953,Übersee
10145,1,CSU,901,145,"Stöttner, Klaus",1963,Prutting
10146,1,CSU,901,146,"Straub, Karl",1971,Wolnzach
10201,2,SPD,901,201,"Kohnen, Natascha",1967,Neubiberg
10202,2,SPD,901,202,"Rinderspacher, Markus",1969,München
10203,2,SPD,901,203,"Rauscher, Doris",1967,Ebersberg
10204,2,SPD,901,204,"Ritter, Florian",1962,München
10205,2,SPD,901,205,"Eichinger, Gertrud",1966,Finsing
10206,2,SPD,901,206,"Güll, Martin",1953,Hilgertshausen-Tandern
10207,2,SPD,901,207,"Zacharias, Isabell",1965,München
10208,2,SPD,901,208,"Parzinger, Sepp",1993,Bergen
10209,2,SPD,901,209,"Burgmaier, Alexandra",1968,Raubling
10210,2,SPD,901,210,"Knoblauch, Günther",1948,Mühldorf a.Inn
10211,2,SPD,901,211,"Waldmann, Ruth",1971,München
10212,2,SPD,901,212,"De Lapuente, Christian",1982,Ingolstadt
10213,2,SPD,901,213,"Ganssmüller-Maluche, Annette",1961,Ismaning
10214,2,SPD,901,214,"von Brunn, Florian",1969,München
10215,2,SPD,901,215,"Schmidt-Völlmecke, Verena",1978,Warngau
10216,2,SPD,901,216,"Falk, Peter",1964,Gröbenzell
10217,2,SPD,901,217,"Wenngatz, Micky",1960,München
10218,2,SPD,901,218,"Winklmeier, Christian",1991,Gilching
10219,2,SPD,901,219,"Kern, Christiane",1973,München
10220,2,SPD,901,220,"Malm, Dr. Mike",1974,München
10221,2,SPD,901,221,"Aigner, Susanne",1977,Laufen
10222,2,SPD,901,222,"Spaeth, Dr. Christoph",1981,Ingolstadt
10223,2,SPD,901,223,"Stachowitz, Diana",1963,München
10224,2,SPD,901,224,"Käser, Markus",1975,Pfaffenhofen a.d.Ilm
10225,2,SPD,901,225,"Promann, Britta",1968,Rosenheim
10226,2,SPD,901,226,"Ott, Dr. Michael",1964,München
10227,2,SPD,901,227,"Streit, Dominik",1983,Weilheim i.OB
10228,2,SPD,901,228,"Fischer, Andreas",1986,Neuburg a.d.Donau
10229,2,SPD,901,229,"Kühn, Robert",1982,Bad Wiessee
10230,2,SPD,901,230,"Maier, Kilian",1993,Mehring
10231,2,SPD,901,231,"Grill, Markus",1972,Freising
10301,3,FREIE WÄHLER,901,301,"Streibl, Florian",1963,Oberammergau
10302,3,FREIE WÄHLER,901,302,"Piazolo, Dr. Michael",1959,München
10303,3,FREIE WÄHLER,901,303,"Gottstein, Eva",1949,Eichstätt
10304,3,FREIE WÄHLER,901,304,"Zierer, Benno",1956,Freising
10305,3,FREIE WÄHLER,901,305,"Kraus, Nikolaus",1965,Ismaning
10306,3,FREIE WÄHLER,901,306,"Weigert, Roland",1968,Karlshuld
10307,3,FREIE WÄHLER,901,307,"Fischer, Mary",1962,Rimsting
10308,3,FREIE WÄHLER,901,308,"Krichenbauer, Johann",1962,Burgkirchen a.d.Alz
10309,3,FREIE WÄHLER,901,309,"Enders, Susann",1967,Weilheim i.OB
10310,3,FREIE WÄHLER,901,310,"Stahl, Felix",1977,München
10311,3,FREIE WÄHLER,901,311,"Purkhardt, Martina",1981,Schwabhausen
10312,3,FREIE WÄHLER,901,312,"Friedl, Hans",1957,Alling
10313,3,FREIE WÄHLER,901,313,"Edenhofer, Lilian",1967,Garmisch-Partenkirchen
10314,3,FREIE WÄHLER,901,314,"Koller, Michael",1976,Berchtesgaden
10315,3,FREIE WÄHLER,901,315,"Mehringer, Rainer",1963,Erding
10316,3,FREIE WÄHLER,901,316,"Flauger, Petra",1970,Ingolstadt
10317,3,FREIE WÄHLER,901,317,"Vilsmayer, Matthias",1972,Gilching
10318,3,FREIE WÄHLER,901,318,"Degenhart, Christine",1964,Rosenheim
10319,3,FREIE WÄHLER,901,319,"Hölscher, Gisela",1965,Waakirchen
10320,3,FREIE WÄHLER,901,320,"Schiller-Schulze, Ute",1962,München
10321,3,FREIE WÄHLER,901,321,"Stockinger, Georg",1960,Fürstenfeldbruck
10322,3,FREIE WÄHLER,901,322,"Seissiger, Dr. Lothar",1949,Siegsdorf
10323,3,FREIE WÄHLER,901,323,"Wittmann, Karl-Heinz",1946,München
10324,3,FREIE WÄHLER,901,324,"Blasi, Martin",1967,München
10325,3,FREIE WÄHLER,901,325,"Erhorn, Markus",1989,Dachau
10326,3,FREIE WÄHLER,901,326,"Breyer, Dr. Jörg",1964,München
10327,3,FREIE WÄHLER,901,327,"Gürtner, Albert",1960,Pfaffenhofen a.d.Ilm
10328,3,FREIE WÄHLER,901,328,"Saller, Markus",1969,Mühldorf a.Inn
10329,3,FREIE WÄHLER,901,329,"Ertl, Dr. Ilse",1965,Moosburg a.d.Isar
10330,3,FREIE WÄHLER,901,330,"Müller, Harald",1967,München
10331,3,FREIE WÄHLER,901,331,"Springer, Linus",1995,München
10332,3,FREIE WÄHLER,901,332,"Blank, Josef",1961,Traunreut
10333,3,FREIE WÄHLER,901,333,"Deger, Gökhan",1973,München
10334,3,FREIE WÄHLER,901,334,"Grübl, Fritz",1944,Bad Reichenhall
10335,3,FREIE WÄHLER,901,335,"Heilmeier, Bernd",1959,Eichenau
10336,3,FREIE WÄHLER,901,336,"Hoigt, Benedikt",1980,Erding
10337,3,FREIE WÄHLER,901,337,"Kaltner, Maria",1962,Dachau
10338,3,FREIE WÄHLER,901,338,"Obermüller, Andreas",1963,Tegernsee
10339,3,FREIE WÄHLER,901,339,"Scharlach, Maria",1964,Mauern
10340,3,FREIE WÄHLER,901,340,"Schüler, Dr. Thorsten, genannt dr. thosch",1966,Starnberg
10341,3,FREIE WÄHLER,901,341,"Stein, Barbara",1970,Prutting
10342,3,FREIE WÄHLER,901,342,"Wengenmaier, Renate",1968,Landsberg am Lech
10401,4,GRÜNE,901,401,"Schulze, Katharina",1985,München
10402,4,GRÜNE,901,402,"Hartmann, Ludwig",1978,München
10403,4,GRÜNE,901,403,"Sengl, Gisela",1960,Nußdorf
10404,4,GRÜNE,901,404,"Büchler, Dr. Markus",1973,Oberschleißheim
10405,4,GRÜNE,901,405,"Demirel, Gülseren",1964,München
10406,4,GRÜNE,901,406,"Becher, Johannes",1988,Moosburg a.d.Isar
10407,4,GRÜNE,901,407,"Köhler, Claudia",1966,Unterhaching
10408,4,GRÜNE,901,408,"Krahl, Andreas",1989,Seehausen a.Staffelsee
10409,4,GRÜNE,901,409,"Triebel, Gabriele",1960,Kaufering
10410,4,GRÜNE,901,410,"Hierneis, Christian",1963,München
10411,4,GRÜNE,901,411,"Kürten, Stephanie",1970,Karlshuld
10412,4,GRÜNE,901,412,"Runge, Dr. Martin",1958,Gröbenzell
10413,4,GRÜNE,901,413,"Kurz, Susanne",1974,München
10414,4,GRÜNE,901,414,"Zimmer, Dr. Bernhard",1961,Piding
10415,4,GRÜNE,901,415,"Müller, Marina",1993,Ingolstadt
10416,4,GRÜNE,901,416,"Siekmann, Florian",1995,München
10417,4,GRÜNE,901,417,"Günther, Susanne",1972,Freising
10418,4,GRÜNE,901,418,"Knobel, Martin",1987,Rosenheim
10419,4,GRÜNE,901,419,"Frank-Mayer, Ursula",1958,Dorfen
10420,4,GRÜNE,901,420,"von Sarnowski, Thomas",1988,Ebersberg
10421,4,GRÜNE,901,421,"Bogner, Judith",1968,Schwindegg
10422,4,GRÜNE,901,422,"Monatzeder, Hep",1951,München
10423,4,GRÜNE,901,423,"Schwarz, Karola",1971,Neuburg a.d.Donau
10424,4,GRÜNE,901,424,"Hinterholzer, Leonhard",1964,Prien a.Chiemsee
10425,4,GRÜNE,901,425,"Franke, Anne",1954,Gauting
10426,4,GRÜNE,901,426,"Bittlmayer, Klaus",1971,Eichstätt
10427,4,GRÜNE,901,427,"Gruber, Waltraud",1957,Aßling
10428,4,GRÜNE,901,428,"Kellermann, Dr. Thorsten",1977,München
10429,4,GRÜNE,901,429,"Stieglmeier, Helga",1956,Erding
10430,4,GRÜNE,901,430,"Tomaschek, Thomas",1975,Rottach-Egern
10431,4,GRÜNE,901,431,"Hanusch, Anna",1976,München
10432,4,GRÜNE,901,432,"Reim, Wilhelm",1980,Gerolsbach
10433,4,GRÜNE,901,433,"Hoffmann, Marese",1948,Hebertshausen
10434,4,GRÜNE,901,434,"Kreß, Thomas",1962,Dachau
10435,4,GRÜNE,901,435,"Habenschaden, Katrin",1977,München
10436,4,GRÜNE,901,436,"Urban, Hans",1978,Eurasburg
10437,4,GRÜNE,901,437,"Schwendner, Barbara",1963,Bad Tölz
10438,4,GRÜNE,901,438,"Adjei, Benjamin",1990,Taufkirchen
10439,4,GRÜNE,901,439,"Rosner, Andrea",1962,Kolbermoor
10440,4,GRÜNE,901,440,"Baier, Andreas",1973,München
10441,4,GRÜNE,901,441,"Nallinger, Sabine",1963,München
10442,4,GRÜNE,901,442,"Dürr, Dr. Sepp",1953,Germering
10443,4,GRÜNE,901,443,"Mörtl-Körner, Walburga",1957,Traunstein
10444,4,GRÜNE,901,444,"Aschauer, Albert",1961,Teisendorf
10445,4,GRÜNE,901,445,"Pilz-Strasser, Angelika",1955,München
10446,4,GRÜNE,901,446,"Ebner, Dr. Rupert",1953,Ingolstadt
10447,4,GRÜNE,901,447,"Körner, Anna Sophia",1995,Traunstein
10448,4,GRÜNE,901,448,"Waas, Gerhard",1962,Schliersee
10449,4,GRÜNE,901,449,"Freitag, Marie",1989,Kaufering
10450,4,GRÜNE,901,450,"Roth, Dr. Florian",1967,München
10451,4,GRÜNE,901,451,"König, Stefanie",1968,Wasserburg a.Inn
10452,4,GRÜNE,901,452,"Müllejans, Alexander",1957,Eurasburg
10453,4,GRÜNE,901,453,"Dullinger-Oßwald, Carmen",1951,München
10454,4,GRÜNE,901,454,"Schmidhuber, Anna",1988,München
10455,4,GRÜNE,901,455,"Krispenz, Luise",1989,Dachau
10456,4,GRÜNE,901,456,"Miklósy, Alexander",1949,München
10457,4,GRÜNE,901,457,"Prügl, Barbara",1961,Au i.d.Hallertau
10458,4,GRÜNE,901,458,"Pfitzner, Bernd",1968,Tutzing
10459,4,GRÜNE,901,459,"Sührig, Johanna",1999,Bad Kohlgrub
10460,4,GRÜNE,901,460,"Küster, Johannes",1968,Holzkirchen
10461,4,GRÜNE,901,461,"Koller, Jutta",1956,München
10501,5,FDP,901,501,"Hagen, Martin",1981,Vaterstetten
10502,5,FDP,901,502,"Duin, Albert",1953,München
10503,5,FDP,901,503,"Lex, Ursula",1964,Miesbach
10504,5,FDP,901,504,"Neff, Gabriele",1957,München
10505,5,FDP,901,505,"Buggisch, Dr. Walter",1969,Bergen
10506,5,FDP,901,506,"Hundesrügge, Britta",1967,Gauting
10507,5,FDP,901,507,"Heubisch, Dr. Wolfgang",1946,München
10508,5,FDP,901,508,"Schäuble, Jakob",1983,Ingolstadt
10509,5,FDP,901,509,"Keck, Andreas",1963,München
10510,5,FDP,901,510,"Jännert, Thomas",1977,Kirchheim b.München
10511,5,FDP,901,511,"Pöhlmann, Anke",1989,München
10512,5,FDP,901,512,"Zeil, Martin",1956,Gauting
10513,5,FDP,901,513,"Sandt, Julika",1971,München
10514,5,FDP,901,514,"Böcking, Sabrina",1986,München
10515,5,FDP,901,515,"Haugg, Fritz",1969,Planegg
10516,5,FDP,901,516,"Markwort, Helmut",1936,München
10517,5,FDP,901,517,"Linnerer, Michael",1980,Raubling
10518,5,FDP,901,518,"Barschdorf, Dr. Jens",1982,Freising
10519,5,FDP,901,519,"Bezdeka, Klement",1979,München
10520,5,FDP,901,520,"Müller, Alexander",1959,Baiern
10521,5,FDP,901,521,"Bode, Ulrich",1962,Eichenau
10522,5,FDP,901,522,"Corticelli, Peter",1970,Buchbach
10523,5,FDP,901,523,"Krönauer, Manfred",1974,München
10524,5,FDP,901,524,"Schäfer, Ulla",1969,Landsberg am Lech
10525,5,FDP,901,525,"Schäch, Josef",1947,Wolnzach
10526,5,FDP,901,526,"Korn, Christian",1974,Wartenberg
10527,5,FDP,901,527,"Saller, Dr. Rudolf",1963,Altötting
10528,5,FDP,901,528,"Sommerfeld, Dr. Frank",1966,Dachau
10529,5,FDP,901,529,"Schön, Thomas",1979,Eichstätt
10530,5,FDP,901,530,"Gschossmann, Wilhelm",1955,Ramsau b.Berchtesgaden
10531,5,FDP,901,531,"Freiherr von Gumppenberg, Michael",1965,Munningen
10532,5,FDP,901,532,"Will, Renate",1947,Vaterstetten
10533,5,FDP,901,533,"Prinzbach, Cécile",1970,München
10534,5,FDP,901,534,"Ranft, Thomas",1953,München
10535,5,FDP,901,535,"Braun, Hildebrecht",1944,München
10536,5,FDP,901,536,"Ahlfeld, Anna",1992,München
10537,5,FDP,901,537,"Walter, Katharina",1984,München
10538,5,FDP,901,538,"Hartung, Dr. Hannes",1973,Baierbrunn
10539,5,FDP,901,539,"Breil, Klaus",1945,Bernried am Starnberger See
10540,5,FDP,901,540,"Gawlik, Maximilian",1992,München
10541,5,FDP,901,541,"Hilgendorf, Heinz",1943,Bad Aibling
10542,5,FDP,901,542,"Cerveny, Vaclav",1961,Kirchseeon
10543,5,FDP,901,543,"Weltin, Beate",1956,München
10544,5,FDP,901,544,"Hohenthaner, Johannes",1967,München
10545,5,FDP,901,545,"Alberti, Dr. Martin",1975,Freising
10546,5,FDP,901,546,"Tietgen, Christian",1980,Olching
10547,5,FDP,901,547,"Scholler, Jörg",1944,Gräfelfing
10548,5,FDP,901,548,"Teichmann, Andreas",1973,Olching
10549,5,FDP,901,549,"Boneberger, Wilhelm",1978,Gilching
10550,5,FDP,901,550,"Helmers, Antje",1980,Tegernsee
10551,5,FDP,901,551,"Neudert, Thomas",1975,Wolnzach
10552,5,FDP,901,552,"Schmohl, Dr. Andreas",1972,Karlsfeld
10553,5,FDP,901,553,"Brockmann, Oliver",1983,Schrobenhausen
10554,5,FDP,901,554,"Pautzke, Felix",1976,Bad Reichenhall
10555,5,FDP,901,555,"Samitz, Josef",1979,Wartenberg
10556,5,FDP,901,556,"Gladbach, Beate",1969,Großmehring
10557,5,FDP,901,557,"Schunck, Christian",1972,Obing
10601,6,DIE LINKE,901,601,"Gürpinar, Ates",1984,München
10602,6,DIE LINKE,901,602,"Bulling-Schröter, Eva",1956,Ingolstadt
10603,6,DIE LINKE,901,603,"Wolf, Brigitte",1962,München
10604,6,DIE LINKE,901,604,"Peiker, Christian",1984,Wasserburg a.Inn
10605,6,DIE LINKE,901,605,"Killet, Julia",1981,München
10606,6,DIE LINKE,901,606,"Baudler, Bernhard",1960,Schäftlarn
10607,6,DIE LINKE,901,607,"Cullmann-Reder, Renate",1948,München
10608,6,DIE LINKE,901,608,"Hoyer, Dr. Guido",1968,Freising
10609,6,DIE LINKE,901,609,"Fingert, Annemarie",1955,München
10610,6,DIE LINKE,901,610,"Dogan, Erol",1965,München
10611,6,DIE LINKE,901,611,"Nava, Gabriele",1964,Neuburg a.d.Donau
10612,6,DIE LINKE,901,612,"Lindenthal, Moritz",1999,München
10613,6,DIE LINKE,901,613,"Martin-Köppl, Ernestine",1960,Emmering
10614,6,DIE LINKE,901,614,"Westermeier, Jonathan",1992,Karlsfeld
10615,6,DIE LINKE,901,615,"Popig, Laura-Christin",1993,Moosburg a.d.Isar
10616,6,DIE LINKE,901,616,"Guerra, Tony",1989,München
10617,6,DIE LINKE,901,617,"Ripke, Martina",1962,München
10618,6,DIE LINKE,901,618,"Reiter, Michael",1996,Laufen
10619,6,DIE LINKE,901,619,"Enderlein, Ellen",1960,München
10620,6,DIE LINKE,901,620,"Fröhlich, Dr. Heinz",1960,Grafing b.München
10621,6,DIE LINKE,901,621,"Schreiber, Eva",1958,München
10622,6,DIE LINKE,901,622,"Ischinger, Karl",1945,München
10623,6,DIE LINKE,901,623,"Keller, Ellen",1951,München
10624,6,DIE LINKE,901,624,"Borchert, Lisa",1995,München
10625,6,DIE LINKE,901,625,"Padovan, Elfi",1943,München
10626,6,DIE LINKE,901,626,"Weber-Teuber, Dr. Klaus",1960,Neuried
10627,6,DIE LINKE,901,627,"Auchter, Julia",1988,Garching b.München
10628,6,DIE LINKE,901,628,"El Nour, Andrea",1964,Unterhaching
10629,6,DIE LINKE,901,629,"Fingert, Diana",1975,München
10630,6,DIE LINKE,901,630,"Mayr, Maria",1989,Geltendorf
10631,6,DIE LINKE,901,631,"Just, Karin",1950,München
10632,6,DIE LINKE,901,632,"Eigner, Dominik",1988,Kipfenberg
10633,6,DIE LINKE,901,633,"Brunnemann, Eva-Maria",1956,München
10634,6,DIE LINKE,901,634,"Klotz, Franziska",1990,Gilching
10635,6,DIE LINKE,901,635,"Hertel-Stockinger, Herta",1959,Erding
10636,6,DIE LINKE,901,636,"Feilzer, Bernhard",1948,Gilching
10637,6,DIE LINKE,901,637,"Koppe, Walter",1957,Erding
10638,6,DIE LINKE,901,638,"Mayer, Marina",1981,München
10639,6,DIE LINKE,901,639,"Wilde, Corinna",1975,Grafing b.München
10640,6,DIE LINKE,901,640,"Pertl, Manuela",1962,Unterwössen
10641,6,DIE LINKE,901,641,"Nitzsche, Patrick",1992,Adelschlag
10642,6,DIE LINKE,901,642,"Raufer, Michael",1980,Freilassing
10643,6,DIE LINKE,901,643,"Sprinz, Hansjoachim",1945,Dießen am Ammersee
10644,6,DIE LINKE,901,644,"Seidel, Wolfgang",1969,München
10645,6,DIE LINKE,901,645,"Hager, Jörg",1945,Rottach-Egern
10646,6,DIE LINKE,901,646,"Hackl, Philipp",1997,Winhöring
10647,6,DIE LINKE,901,647,"Gehnen, Elmar",1956,Bad Tölz
10648,6,DIE LINKE,901,648,"de la Motte Rouge, Werner",1958,Rohrbach
10649,6,DIE LINKE,901,649,"Hamm, Robert",1989,Garching b.München
10650,6,DIE LINKE,901,650,"Podlewski, Rolf-Werner",1954,Penzberg
10651,6,DIE LINKE,901,651,"Kirchner, Stefanie",1975,Ingolstadt
10652,6,DIE LINKE,901,652,"Pietsch, Rafael",2000,München
10653,6,DIE LINKE,901,653,"Pingel, Dr. Clemens",1949,München
10654,6,DIE LINKE,901,654,"Tepperies, Jan",1971,München
10655,6,DIE LINKE,901,655,"Weidner, Monika",1966,München
10656,6,DIE LINKE,901,656,"Lohmüller-Kaupp, Jürgen",1946,München
10657,6,DIE LINKE,901,657,"Lazarowicz, Doris",1946,München
10658,6,DIE LINKE,901,658,"Utz, Erich",1959,München
10659,6,DIE LINKE,901,659,"Schulz, Wolfgang",1952,München
10660,6,DIE LINKE,901,660,"Kroll, Uwe",1957,Paunzhausen
10701,7,BP,901,701,"Weber, Florian",1963,Bad Aibling
10702,7,BP,901,702,"Progl, Richard",1979,München
10703,7,BP,901,703,"Dorn, Hubert",1956,München
10704,7,BP,901,704,"Lausch, Josef",1970,Großkarolinenfeld
10705,7,BP,901,705,"Schmidbauer, Mario",1952,München
10706,7,BP,901,706,"Schropp, Regina",1973,Peißenberg
10707,7,BP,901,707,"Freund, Helmut",1990,Frasdorf
10708,7,BP,901,708,"Hofmann, Michael",1953,Dießen am Ammersee
10709,7,BP,901,709,"Caim, Eva",1947,München
10710,7,BP,901,710,"Schupfner, Markus",1978,Traunreut
10711,7,BP,901,711,"Altmann, Johann",1954,München
10712,7,BP,901,712,"Zimmer, Andreas",1985,Inning a.Holz
10713,7,BP,901,713,"Gelesch, Loris-Marco",1965,Valley
10714,7,BP,901,714,"Böhnlein, Robert",1970,Aßling
10715,7,BP,901,715,"Drechsler, Thomas",1971,Mühldorf a.Inn
10716,7,BP,901,716,"Mannseicher, Stephan",1985,München
10717,7,BP,901,717,"Baueregger, Konrad",1957,Palling
10718,7,BP,901,718,"Barthelmes, Michael",1981,Ingolstadt
10719,7,BP,901,719,"Distler, Wolfgang",1976,Hitzhofen
10720,7,BP,901,720,"Ferstl, Christian",1971,Egweil
10721,7,BP,901,721,"Furche, Dr. Franz",1957,Haar
10722,7,BP,901,722,"Geiger, Dr. Albert",1956,Straßlach-Dingharting
10723,7,BP,901,723,"Kellerer, Sebastian",1989,Dachau
10724,7,BP,901,724,"Müller, Alexander",1979,München
10725,7,BP,901,725,"Paintner, Josef",1953,Karlsfeld
10726,7,BP,901,726,"Pfänder, Rupert",1965,Andechs
10727,7,BP,901,727,"Prado Diaz, Robert",1958,Pfaffenhofen a.d.Ilm
10728,7,BP,901,728,"Sachs, Herbert",1979,Zolling
10729,7,BP,901,729,"Seidl, Norbert",1964,München
10730,7,BP,901,730,"Settele, Angela",1960,München
10731,7,BP,901,731,"Stitzl, Simon",1996,Perach
10732,7,BP,901,732,"Baumgartner, Alfons",1944,Grassau
10733,7,BP,901,733,"Eckert, Christian",1947,Grafing b.München
10734,7,BP,901,734,"Fahrenschon, Christian",1964,München
10735,7,BP,901,735,"Fottner, Sebastian",1994,Aresing
10736,7,BP,901,736,"Gattinger, Johann",1949,Obersöchering
10737,7,BP,901,737,"Graf, Michael",1988,Erdweg
10738,7,BP,901,738,"Heindl, Andreas",1953,Ingolstadt
10739,7,BP,901,739,"Hort, Hans",1956,Warngau
10740,7,BP,901,740,"Kerer, Tanja",1977,Rosenheim
10741,7,BP,901,741,"Mayr, Robert",1944,Geretsried
10742,7,BP,901,742,"Münzinger, Horst",1961,München
10743,7,BP,901,743,"Neugschwender, Matthias",1990,Jetzendorf
10744,7,BP,901,744,"Niedermeier, Hans Georg",1969,Bruckmühl
10745,7,BP,901,745,"Ponert, Dennis",1992,Traunstein
10746,7,BP,901,746,"Schnitzer, Anton",1964,Garmisch-Partenkirchen
10747,7,BP,901,747,"Schwaiger, Tobias",1987,München
10750,7,BP,901,750,"Stefanutti-Bscheidl, Annelies",1955,Grabenstätt
10751,7,BP,901,751,"Steiner, Benno",1959,Flintsbach a.Inn
10752,7,BP,901,752,"Steininger, Dieter",1959,Egling a.d.Paar
10753,7,BP,901,753,"Steinlehner, Dominik",1989,Garching a.d.Alz
10754,7,BP,901,754,"Stoib, Andreas",1989,Prien a.Chiemsee
10755,7,BP,901,755,"Thannheiser, Heinz",1938,Starnberg
10756,7,BP,901,756,"Thurnhuber, Marinus",1959,Warngau
10757,7,BP,901,757,"Triebel, Hans",1953,Weyarn
10758,7,BP,901,758,"Wegele, Georg",1952,Dießen am Ammersee
10759,7,BP,901,759,"Weigl, Anton",1963,Mindelstetten
10760,7,BP,901,760,"Weiß, Georg",1965,München
10761,7,BP,901,761,"Zehetmaier, Robert",1973,Stephanskirchen
10801,8,ÖDP,901,801,"Prudlo, Thomas",1966,München
10802,8,ÖDP,901,802,"Haider, Sonja",1964,München
10803,8,ÖDP,901,803,"Treffler, Stephan",1965,Erding
10804,8,ÖDP,901,804,"Reindl, Rosi",1966,Glonn
10805,8,ÖDP,901,805,"Kirner, Emilia",1997,Freising
10806,8,ÖDP,901,806,"Winter, Dr. Maiken",1968,Raisting
10807,8,ÖDP,901,807,"Maier, Ludwig",1961,Soyen
10808,8,ÖDP,901,808,"Böhm, Dr. Gwendolyn",1974,München
10809,8,ÖDP,901,809,"Meißner, Dr. Andreas",1965,München
10810,8,ÖDP,901,810,"Sedlmayr, Robert",1966,Geltendorf
10811,8,ÖDP,901,811,"Lietsch, Fritz",1957,Grafing b.München
10812,8,ÖDP,901,812,"Retzer, Reinhard",1968,Lohkirchen
10813,8,ÖDP,901,813,"Fortner, Josef",1960,Rohrdorf
10814,8,ÖDP,901,814,"Schabl, Michael",1982,München
10815,8,ÖDP,901,815,"Streit, Wilhelm",1958,Straßlach-Dingharting
10816,8,ÖDP,901,816,"Edenhofer, Agnes",1962,Oberhausen
10817,8,ÖDP,901,817,"Huber, Hans",1958,Burgkirchen a.d.Alz
10818,8,ÖDP,901,818,"Paiva, Barbara",1982,Laufen
10819,8,ÖDP,901,819,"Holdt, Christian",1966,Emmering
10820,8,ÖDP,901,820,"Buttner, Wolfgang",1957,Landsberg am Lech
10821,8,ÖDP,901,821,"Hofmaier, Franz",1952,Ingolstadt
10822,8,ÖDP,901,822,"Zilker, Benjamin",1988,München
10823,8,ÖDP,901,823,"Kahl, Veronika",1970,München
10824,8,ÖDP,901,824,"Kühn, Anastasia",1996,Riegsee
10825,8,ÖDP,901,825,"Giglberger, Stephan",1967,München
10826,8,ÖDP,901,826,"Heim, Adrian",1964,Karlsfeld
10827,8,ÖDP,901,827,"Lechner, Maria",1960,Eichstätt
10828,8,ÖDP,901,828,"Köstler, Raimund",1963,Ingolstadt
10829,8,ÖDP,901,829,"von Birgelen, Klaus",1967,München
10830,8,ÖDP,901,830,"Ebner, Siegfried",1960,Pfaffenhofen a.d.Ilm
10831,8,ÖDP,901,831,"Kriesche, Sven",1963,Siegsdorf
10832,8,ÖDP,901,832,"Potschka, Martin",1976,München
10833,8,ÖDP,901,833,"Limmer, Peter",1966,Holzkirchen
10834,8,ÖDP,901,834,"Reinbold, Willi",1952,Eichstätt
10835,8,ÖDP,901,835,"Ecke-Bünger, Maria",1958,München
