regierungsbezirk-id,partei-id,partei-name,Nr.,Name,SZ.- Rf.1),PL.- Nr.2),G3),Gesamtstimmen,darunter Zweitstimmen,101  München-Hadern,102  München-Bogenhausen,103  München-Giesing,104  München-Milbertshofen,105  München-Moosach,106  München-Pasing,107  München-Ramersdorf,108  München-Schwabing,109  München-Mitte,110  Altötting,"111  Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen",112  Berchtesgadener Land,113  Dachau,114  Ebersberg,115  Eichstätt,116  Erding,117  Freising,118  Fürstenfeldbruck-Ost,119  Ingolstadt,"120  Landsberg am Lech, Fürstenfeldbruck-West",121  Miesbach,122  Mühldorf a.Inn,123  München-Land-Nord,124  München-Land-Süd,125  Neuburg-Schrobenhausen,126  Pfaffenhofen a.d.Ilm,127  Rosenheim-Ost,128  Rosenheim-West,129  Starnberg,130  Traunstein,131  Weilheim-Schongau
901,6,Die Linke,50,"Lazarowicz, Doris",57,50,,344,344,16,12,28,20,13,10,8,19,23,3,13,6,7,8,6,11,14,15,8,8,6,10,9,12,1,3,12,12,6,7,18
901,6,Die Linke,51,"El Nour, Andrea",28,51,,324,324,8,1,18,18,8,8,13,7,11,3,9,6,7,7,1,2,6,4,6,6,11,3,18,112,3,2,7,7,5,2,5
901,6,Die Linke,52,"Ischinger, Karl",22,52,,276,276,11,13,22,34,18,14,19,14,11,5,6,2,7,4,3,3,9,9,7,2,4,8,10,7,2,7,4,6,6,5,4
901,6,Die Linke,53,"Pietsch, Rafael",52,53,,275,275,10,9,17,19,16,11,19,19,12,5,10,3,4,8,3,4,8,6,8,7,7,8,13,10,1,7,4,5,6,7,9
901,6,Die Linke,54,"Just, Karin",31,54,,261,261,15,8,30,24,8,15,9,11,13,4,8,5,3,7,0,3,7,9,8,6,7,4,12,5,5,1,5,5,1,9,14
901,6,Die Linke,55,"Keller, Ellen",23,55,,235,235,12,8,13,13,11,12,11,6,13,1,3,1,5,5,5,5,7,11,8,10,10,3,5,9,8,3,6,9,4,10,8
901,6,Die Linke,56,"Klotz, Franziska",34,56,,233,233,8,6,10,1,2,3,2,6,7,1,6,8,6,3,1,7,1,35,6,16,1,1,5,3,1,1,1,3,70,5,7
901,6,Die Linke,57,"Pingel, Dr. Clemens",53,57,,206,206,13,3,14,19,12,11,15,9,10,1,7,6,4,2,2,6,9,11,5,6,1,3,3,4,0,2,10,7,1,5,5
901,6,Die Linke,58,"Fingert, Diana",29,58,,146,146,12,5,9,5,4,4,3,6,5,5,6,3,7,8,4,4,7,3,5,7,2,3,5,1,2,5,0,5,2,3,6
901,6,Die Linke,59,"Lohmüller-Kaupp, Jürgen",56,59,,125,125,3,7,13,9,8,6,3,4,7,4,5,5,1,3,0,4,4,2,3,5,2,1,2,6,3,0,2,4,4,1,4
901,6,Die Linke,60,"Schulz, Wolfgang",59,60,,115,115,9,5,10,7,3,3,6,4,13,1,3,3,2,4,0,2,3,3,0,2,3,2,8,6,1,2,2,2,2,2,2
901,6,Die Linke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,6,Die Linke,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,1.068,1.068,46,39,51,62,31,41,39,34,59,21,22,15,32,23,21,31,47,43,57,34,23,19,39,35,10,39,19,25,37,28,46
901,6,Die Linke,,Erststimmen insgesamt,,,,74.676,-,3.444,2.299,4.535,3.891,2.781,3.138,2.529,2.909,4.614,1.337,1.930,1.712,1.775,2.000,1.862,1.794,2.853,2.230,3.368,2.876,1.322,1.271,2.721,1.965,1.176,1.337,2.150,2.426,1.895,2.296,2.240
901,6,Die Linke,,Zweitstimmen insgesamt,,,,75.002,75.002,3.391,2.328,4.932,3.979,2.940,2.914,2.734,3.268,4.877,1.396,2.145,1.558,1.733,2.021,2.136,1.828,2.708,2.407,2.419,2.543,1.356,1.291,2.682,2.064,1.342,1.526,1.993,2.010,1.940,2.102,2.439
901,6,Die Linke,,Gesamtstimmen,,,,149.678,75.002,6.835,4.627,9.467,7.870,5.721,6.052,5.263,6.177,9.491,2.733,4.075,3.270,3.508,4.021,3.998,3.622,5.561,4.637,5.787,5.419,2.678,2.562,5.403,4.029,2.518,2.863,4.143,4.436,3.835,4.398,4.679
901,7,Bayern Partei,1,"Weber, Florian",1,1,,14.284,11.034,158,139,169,111,171,200,191,87,93,302,614,500,414,561,361,636,405,326,177,484,641,493,331,322,295,285,1.112,3.250*,227,691,538
901,7,Bayern Partei,2,"Schupfner, Markus",10,2,,5.595,1.147,8,11,16,11,5,7,15,5,4,87,40,354,34,28,22,54,22,23,14,23,26,82,19,30,10,14,63,53,16,4.448*,51
901,7,Bayern Partei,3,"Lausch, Josef",4,3,,4.461,1.956,5,9,7,8,11,8,15,5,9,23,2.505*,38,14,136,17,54,28,19,4,45,77,51,27,37,15,24,222,912,17,65,54
901,7,Bayern Partei,4,"Caim, Eva",9,4,,4.183,3.355,103,828*,119,85,112,132,153,59,61,76,132,79,124,118,69,191,141,127,50,127,76,149,151,185,79,73,89,120,56,118,201
901,7,Bayern Partei,5,"Freund, Helmut",7,5,,4.085,510,0,4,11,6,2,5,6,2,7,11,7,29,6,14,3,8,9,14,2,6,31,28,8,18,6,9,3.575*,157,6,85,10
901,7,Bayern Partei,6,"Schropp, Regina",6,6,,3.847,665,11,12,16,10,15,16,18,8,14,11,76,8,22,19,8,22,21,28,5,114,19,10,15,18,16,16,21,22,46,28,3.182*
901,7,Bayern Partei,7,"Baueregger, Konrad",17,7,,3.440,1.248,4,2,5,2,2,5,2,3,0,115,6,2.192*,1,4,5,6,11,4,0,8,2,133,4,4,6,5,10,14,3,867,15
901,7,Bayern Partei,8,"Zimmer, Andreas",12,8,,3.198,490,10,6,2,2,5,13,5,1,1,9,22,18,24,29,24,2.708*,44,24,7,27,15,48,17,11,18,9,9,14,39,15,22
901,7,Bayern Partei,9,"Distler, Wolfgang",19,9,,3.013,602,9,10,8,9,10,12,6,3,3,11,22,17,23,21,2.411*,37,24,27,49,31,10,20,16,23,56,26,22,30,12,22,33
901,7,Bayern Partei,10,"Hofmann, Michael",8,10,,3.003,358,5,5,2,2,6,5,5,3,1,6,18,4,11,6,4,7,9,29,0,2.645*,4,7,9,4,4,4,5,3,44,7,139
901,7,Bayern Partei,11,"Progl, Richard",2,11,,2.806,1.789,56,76,63,46,65,83,1.017*,24,35,24,30,33,57,69,41,59,68,63,22,61,24,30,78,56,34,34,27,394,37,48,52
901,7,Bayern Partei,12,"Böhnlein, Robert",14,12,,2.648,555,13,9,15,7,5,13,7,6,10,16,15,17,15,2.093*,17,34,23,21,9,21,10,41,23,19,12,17,22,86,15,28,9
901,7,Bayern Partei,13,"Drechsler, Thomas",15,13,,2.412,376,5,1,7,4,1,2,5,0,2,157,6,15,5,9,4,58,8,5,1,8,3,2.036*,6,2,4,3,5,21,1,20,8
901,7,Bayern Partei,14,"Altmann, Johann",11,14,,2.370,1.425,47,65,945*,38,41,49,93,24,32,19,55,31,60,52,22,87,63,69,26,58,22,47,70,51,28,25,53,64,21,54,59
901,7,Bayern Partei,15,"Sachs, Herbert",28,15,,2.100,375,10,2,5,3,8,3,7,1,4,7,16,7,14,12,7,64,1.725*,13,11,14,8,15,9,13,15,11,16,19,10,19,32
901,7,Bayern Partei,16,"Pfänder, Rupert",26,16,,2.073,437,6,3,4,0,10,6,10,1,2,6,22,12,8,5,4,20,11,41,5,83,5,10,7,11,5,6,13,14,1.636*,9,98
901,7,Bayern Partei,17,"Ferstl, Christian",20,17,,2.067,601,9,5,7,3,11,4,8,4,3,12,17,17,16,15,239,19,14,18,25,18,5,20,8,2,1.466*,27,15,12,11,19,18
901,7,Bayern Partei,18,"Paintner, Josef",25,18,,2.056,146,2,5,2,3,10,5,1,1,4,2,5,3,1.910*,0,5,5,7,24,5,8,1,4,8,9,7,3,1,4,4,5,3
901,7,Bayern Partei,19,"Dorn, Hubert",3,19,,2.048,1.416,47,45,46,632*,53,65,95,24,26,22,69,35,54,51,44,65,58,52,21,70,25,36,63,48,20,40,32,65,39,58,48
901,7,Bayern Partei,20,"Kellerer, Sebastian",23,20,,2.032,585,4,6,6,3,7,9,2,3,1,2,4,3,346,9,2,16,30,1.447*,6,26,2,2,26,6,7,14,11,10,8,8,6
901,7,Bayern Partei,21,"Furche, Dr. Franz",21,21,,1.869,512,12,16,19,10,11,3,30,6,2,11,19,14,13,73,12,38,21,19,7,15,17,25,1.357*,25,4,17,16,18,3,18,18
901,7,Bayern Partei,22,"Gelesch, Loris-Marco",13,22,,1.790,101,3,0,1,0,1,7,1,0,0,2,11,1,2,3,3,4,1,2,3,6,1.689*,5,3,14,4,3,5,7,3,2,4
901,7,Bayern Partei,23,"Geiger, Dr. Albert",22,23,,1.744,305,8,5,7,5,12,4,11,5,5,9,55,8,3,9,10,12,8,11,5,23,7,6,15,1.439*,3,6,8,8,7,14,16
901,7,Bayern Partei,24,"Schmidbauer, Mario",5,24,,1.713,1.178,45,51,46,36,46,56,56,34,535*,21,55,42,51,27,32,66,47,41,13,43,30,31,54,34,30,39,22,36,26,27,41
901,7,Bayern Partei,25,"Stitzl, Simon",31,25,,1.637,280,9,2,3,3,4,4,9,2,1,1.357*,3,75,5,7,2,4,5,10,5,12,2,47,9,3,3,7,6,5,7,15,11
901,7,Bayern Partei,26,"Barthelmes, Michael",18,26,,1.483,586,1,2,2,2,8,1,7,1,1,5,1,6,11,9,163,6,30,10,897*,5,4,8,8,4,143,125,6,5,2,5,5
901,7,Bayern Partei,27,"Prado Diaz, Robert",27,27,,1.387,146,3,2,2,2,1,0,1,0,1,2,0,3,6,0,7,2,45,0,4,3,1,2,5,1,43,1.241*,0,4,0,2,4
901,7,Bayern Partei,28,"Seidl, Norbert",29,28,,1.227,214,11,5,10,8,18,1.013*,7,8,6,4,2,5,29,6,3,3,5,15,5,4,6,4,9,7,8,3,3,7,3,5,5
901,7,Bayern Partei,29,"Mannseicher, Stephan",16,29,,1.182,297,17,9,14,26,885*,22,14,6,9,5,7,5,18,10,4,16,10,8,8,10,7,7,15,10,2,5,5,4,7,6,11
901,7,Bayern Partei,30,"Müller, Alexander",24,30,,1.181,318,863*,12,17,8,21,22,15,5,8,3,11,5,15,8,10,23,10,14,1,13,8,12,16,12,6,6,7,8,8,6,8
901,7,Bayern Partei,31,"Stoib, Andreas",54,31,,1.123,1.123,5,10,6,6,8,2,11,2,2,35,24,87,21,25,19,61,26,15,6,11,35,47,11,13,11,12,364,45,10,164,29
901,7,Bayern Partei,32,"Hort, Hans",39,32,,1.065,1.065,5,2,4,3,9,5,4,1,2,13,144,49,23,21,19,48,31,11,3,31,337,43,13,32,23,17,32,30,23,33,54
901,7,Bayern Partei,33,"Heindl, Andreas",38,33,,999,999,3,3,5,3,6,4,6,0,2,8,16,9,13,6,176,34,39,6,263,9,5,13,7,10,138,156,11,10,9,12,17
901,7,Bayern Partei,34,"Schnitzer, Anton",46,34,,997,997,5,1,3,2,3,7,3,6,3,6,426,16,11,10,12,21,11,9,3,30,13,14,5,7,9,10,10,10,22,22,287
901,7,Bayern Partei,35,"Baumgartner, Alfons",32,35,,898,898,5,3,4,4,3,5,6,4,2,13,8,98,4,16,4,16,11,5,3,11,7,16,10,5,1,3,50,17,4,544,16
901,7,Bayern Partei,36,"Zehetmaier, Robert",61,36,,854,854,1,4,7,2,2,3,6,4,1,25,15,24,8,18,6,90,21,24,5,11,21,111,9,11,8,6,255,90,14,35,17
901,7,Bayern Partei,37,"Wegele, Georg",58,37,,839,839,6,1,5,2,2,3,2,2,3,4,23,12,12,7,7,7,14,30,4,413,6,13,9,6,4,3,7,7,48,10,167
901,7,Bayern Partei,38,"Fahrenschon, Christian",34,38,,726,726,10,12,22,11,11,9,21,11,10,13,53,13,25,25,14,50,24,27,11,16,34,27,31,29,11,6,45,46,19,23,67
901,7,Bayern Partei,39,"Niedermeier, Hans Georg",44,39,,701,701,2,6,2,2,1,3,3,0,2,19,27,32,9,41,10,26,10,8,1,12,91,27,5,23,4,6,37,229,8,36,19
901,7,Bayern Partei,40,"Settele, Angela",30,40,,677,248,14,10,10,8,6,9,6,429*,3,7,10,4,7,6,6,11,12,16,5,11,6,9,11,9,5,9,3,7,3,6,19
901,7,Bayern Partei,41,"Kerer, Tanja",40,41,,609,609,2,3,4,1,4,7,6,4,2,12,11,24,9,20,7,36,14,13,6,11,17,35,8,14,5,8,121,146,7,34,18
901,7,Bayern Partei,42,"Thurnhuber, Marinus",56,42,,570,570,3,2,2,0,1,3,3,2,3,5,87,17,2,11,2,15,6,7,0,5,268,22,5,7,11,3,15,17,7,16,23
901,7,Bayern Partei,43,"Graf, Michael",37,43,,533,533,1,6,1,2,7,9,4,1,4,3,5,2,282,6,6,14,25,69,1,9,4,10,9,5,8,10,9,10,3,4,4
901,7,Bayern Partei,44,"Weigl, Anton",59,44,,516,516,2,2,0,1,5,3,1,1,1,3,4,7,7,9,259,10,16,5,16,11,2,6,1,4,38,69,4,4,4,12,9
901,7,Bayern Partei,45,"Fottner, Sebastian",35,45,,487,487,6,1,5,6,1,2,6,1,0,7,5,6,15,7,9,9,13,7,5,6,4,8,4,5,268,41,5,3,6,11,15
901,7,Bayern Partei,46,"Eckert, Christian",33,46,,472,472,7,3,3,1,4,7,7,1,1,4,3,2,6,280,4,34,8,5,2,5,7,13,13,5,4,3,9,19,4,4,4
901,7,Bayern Partei,47,"Ponert, Dennis",45,47,,456,456,2,4,1,0,2,3,7,2,1,16,12,118,6,2,5,7,3,3,3,8,2,9,4,3,6,1,9,3,1,208,5
901,7,Bayern Partei,48,"Stefanutti-Bscheidl, Annelies",50,48,,443,443,1,4,5,2,4,1,1,2,1,6,6,26,6,5,13,14,8,12,6,9,6,22,5,0,10,6,16,13,5,215,13
901,7,Bayern Partei,49,"Stadlbauer, Joachim",49,49,,428,428,1,1,2,2,2,1,2,2,1,2,5,4,6,4,270,2,6,5,27,6,1,4,5,5,29,16,2,6,0,5,4
901,7,Bayern Partei,50,"Mayr, Robert",41,50,,395,395,1,2,2,3,2,2,0,0,1,2,237,4,11,5,5,10,6,8,1,13,12,2,4,4,4,8,3,10,11,4,18
901,7,Bayern Partei,51,"Triebel, Hans",57,51,,377,377,3,4,2,0,2,1,0,0,1,1,32,7,4,10,1,13,10,3,1,7,212,3,8,8,1,3,5,17,7,4,7
901,7,Bayern Partei,52,"Gattinger, Johann",36,52,,350,350,0,5,5,0,2,3,0,0,0,3,24,3,5,3,3,9,2,2,2,9,5,5,1,4,1,4,0,3,14,4,229
901,7,Bayern Partei,53,"Neugschwender, Matthias",43,53,,300,300,2,1,1,2,5,3,2,0,1,2,5,6,53,10,12,9,24,10,1,8,0,2,5,1,35,80,2,0,4,7,7
901,7,Bayern Partei,54,"Steinlehner, Dominik",53,54,,291,291,0,3,1,1,0,2,1,0,0,148,1,11,0,0,2,5,9,1,0,4,3,49,2,0,3,1,5,2,0,36,1
901,7,Bayern Partei,55,"Thannheiser, Heinz",55,55,,237,237,1,2,1,1,0,0,4,2,1,4,15,2,1,4,1,4,6,7,2,13,3,3,6,7,1,3,3,3,112,4,21
901,7,Bayern Partei,56,"Weiß, Georg",60,56,,213,213,9,6,8,10,7,12,12,5,4,6,7,4,7,11,3,10,10,4,3,5,4,1,25,6,3,2,7,5,6,6,5
901,7,Bayern Partei,57,"Sibbers, Ulrich",48,57,,205,205,1,4,0,2,2,4,5,1,1,3,9,2,4,5,2,10,2,5,3,5,10,2,3,5,5,0,11,89,5,4,1
901,7,Bayern Partei,58,"Steininger, Dieter",52,58,,201,201,1,0,0,0,1,0,0,0,0,0,6,1,0,0,0,2,0,14,0,167,0,0,0,0,3,2,1,0,0,0,3
901,7,Bayern Partei,59,"Schwaiger, Tobias",47,59,,153,153,13,1,4,6,3,5,8,4,3,5,13,2,2,3,1,5,5,5,2,5,2,3,4,9,2,4,0,0,3,2,29
901,7,Bayern Partei,60,"Steiner, Benno",51,60,,150,150,1,1,1,0,1,5,1,0,0,0,2,2,2,2,0,3,0,2,0,2,5,4,3,0,1,0,17,91,0,3,1
901,7,Bayern Partei,61,"Münzinger, Horst",42,61,,84,84,7,3,8,1,7,6,11,1,2,1,2,0,2,3,2,1,0,3,0,3,0,4,5,4,0,0,1,2,2,1,2
901,7,Bayern Partei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,7,Bayern Partei,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,556,556,10,7,8,6,6,14,9,3,7,11,38,17,21,12,22,38,28,24,7,21,22,19,17,20,12,12,20,40,20,33,32
901,7,Bayern Partei,,Erststimmen insgesamt,,,,54.356,-,863,828,945,632,885,1.013,1.017,429,535,1.357,2.505,2.192,1.910,2.093,2.411,2.708,1.725,1.447,897,2.645,1.689,2.036,1.357,1.439,1.466,1.241,3.575,3.250,1.636,4.448,3.182
901,7,Bayern Partei,,Zweitstimmen insgesamt,,,,49.483,49.483,751,636,763,543,791,904,953,393,410,1.367,2.615,1.995,1.985,1.897,2.046,2.240,1.578,1.422,882,2.253,2.232,1.919,1.277,1.240,1.547,1.360,2.905,3.090,1.059,3.768,2.662
901,7,Bayern Partei,,Gesamtstimmen,,,,103.839,49.483,1.614,1.464,1.708,1.175,1.676,1.917,1.970,822,945,2.724,5.120,4.187,3.895,3.990,4.457,4.948,3.303,2.869,1.779,4.898,3.921,3.955,2.634,2.679,3.013,2.601,6.480,6.340,2.695,8.216,5.844
901,8,ÖDP,1,"Prudlo, Thomas",1,1,,8.974,7.924,325,262,442,416,361,427,278,1.050*,319,127,295,164,270,245,193,269,222,262,106,343,225,156,308,285,113,169,262,267,214,186,413
901,8,ÖDP,2,"Haider, Sonja",2,2,,6.146,4.464,173,177,261,192,215,1.682*,221,431,168,78,148,64,161,134,73,133,148,171,61,153,101,76,163,154,40,79,132,150,112,77,218
901,8,ÖDP,3,"Winter, Dr. Maiken",6,3,,4.254,1.210,28,31,46,40,46,78,37,32,26,23,68,22,31,40,20,29,35,43,10,140,36,13,52,40,16,22,46,43,94,23,3.044*
901,8,ÖDP,4,"Edenhofer, Agnes",16,4,,3.508,3.508,67,71,117,62,73,123,79,80,68,98,149,70,107,99,92,117,93,100,57,116,87,63,60,95,81,58,88,102,96,59,881
901,8,ÖDP,5,"Treffler, Stephan",3,5,,3.163,920,31,17,25,35,33,44,39,31,29,25,26,19,38,73,19,2.243*,76,16,20,41,19,52,31,37,6,17,30,33,14,15,29
901,8,ÖDP,6,"Huber, Hans",17,6,,2.870,1.553,27,23,43,31,29,65,36,26,27,1.317*,52,149,53,41,36,72,54,32,13,45,32,177,34,40,18,28,84,65,25,133,63
901,8,ÖDP,7,"Böhm, Dr. Gwendolyn",8,7,,2.713,1.006,64,66,1.707*,49,47,74,90,69,73,10,31,7,34,28,14,20,22,24,10,24,16,10,33,42,11,13,19,22,22,11,51
901,8,ÖDP,8,"Maier, Ludwig",7,8,,2.435,750,15,8,17,11,17,23,16,5,5,21,12,13,16,25,19,36,13,19,8,27,24,131,14,9,8,10,158,1.685*,9,28,33
901,8,ÖDP,9,"Sedlmayr, Robert",10,9,,2.375,158,0,6,6,5,3,7,4,2,2,1,10,3,2,4,4,3,4,55,0,2.217*,0,0,5,2,0,3,2,3,5,2,15
901,8,ÖDP,10,"Meißner, Dr. Andreas",9,10,,1.988,626,21,31,78,29,23,44,1.362*,24,24,8,16,12,16,17,11,15,21,23,2,21,12,13,22,39,11,8,10,16,16,11,32
901,8,ÖDP,11,"Kühn, Anastasia",24,11,,1.984,944,15,13,19,9,10,22,13,7,12,12,80,7,14,13,11,18,11,18,8,15,11,10,21,10,6,14,12,20,1.040*,13,500
901,8,ÖDP,12,"Reindl, Rosi",4,12,,1.981,505,7,8,6,4,4,23,14,8,14,5,15,5,28,1.476*,5,43,11,8,7,15,51,16,22,28,5,7,40,84,5,5,12
901,8,ÖDP,13,"Kahl, Veronika",23,13,,1.977,553,35,20,29,34,1.424*,56,24,26,20,6,11,10,21,10,11,24,10,26,6,16,13,13,16,21,7,9,19,18,10,6,26
901,8,ÖDP,14,"Fortner, Josef",13,14,,1.892,340,4,3,4,5,8,3,3,2,3,4,7,9,5,6,4,2,4,5,0,6,29,4,1,4,7,5,1.552*,173,5,24,1
901,8,ÖDP,15,"Schabl, Michael",14,15,,1.746,430,1.316*,18,42,21,21,30,23,28,25,11,16,3,13,11,10,7,9,17,7,11,8,5,18,10,4,8,15,13,9,4,13
901,8,ÖDP,16,"Lechner, Maria",27,16,,1.710,303,6,5,9,16,13,10,6,7,4,9,11,7,12,15,1.407*,10,10,7,31,5,4,6,8,5,22,17,11,9,4,8,16
901,8,ÖDP,17,"Retzer, Reinhard",12,17,,1.650,162,4,2,5,3,3,3,6,6,1,26,0,2,3,9,3,32,1,6,5,3,2,1.488*,3,3,1,2,9,8,2,2,7
901,8,ÖDP,18,"Gampl, Markus",38,18,,1.473,67,3,0,2,2,1,0,0,0,2,0,1.406*,3,3,2,2,0,0,0,0,2,4,2,3,8,1,1,1,0,16,0,9
901,8,ÖDP,19,"Hinz, Christopher",43,19,,1.416,59,0,1,2,1,0,0,2,0,0,1,2,0,1.357*,2,2,4,10,3,0,3,1,1,3,0,5,7,1,3,1,2,2
901,8,ÖDP,20,"Bergauer, Felix",44,20,,1.323,43,1,0,1,0,1,0,0,1,1,0,2,1,6,2,2,5,1.280*,0,1,3,0,1,7,2,1,2,0,2,1,0,0
901,8,ÖDP,21,"Ebner, Siegfried",30,21,,1.313,103,2,0,0,0,1,1,0,1,1,0,2,0,16,1,3,3,18,2,1,1,1,5,3,2,33,1.210*,0,0,1,3,2
901,8,ÖDP,22,"Paiva, Barbara",18,22,,1.299,285,7,4,12,7,8,10,7,4,8,11,11,1.014*,3,10,10,10,14,7,4,7,6,15,7,10,7,5,6,7,7,48,13
901,8,ÖDP,23,"Zilker, Benjamin",22,23,,1.286,218,11,25,22,19,10,12,13,11,1.068*,7,10,0,7,7,1,4,4,6,2,8,0,2,5,5,2,3,6,4,4,3,5
901,8,ÖDP,24,"Holdt, Christian",19,24,,1.264,140,3,1,0,0,2,2,3,0,1,24,2,3,4,7,0,2,2,1.124*,0,55,1,2,2,1,1,1,4,12,3,0,2
901,8,ÖDP,25,"Limmer, Peter",33,25,,1.246,203,5,8,11,5,5,7,12,2,5,6,11,3,5,6,9,11,9,7,1,4,1.043*,3,6,9,2,2,14,10,4,10,11
901,8,ÖDP,26,"Kirner, Emilia",5,26,,1.235,1.235,25,27,33,39,37,51,28,31,26,20,38,23,44,28,24,73,303,39,13,29,20,19,37,37,16,32,23,36,21,11,52
901,8,ÖDP,27,"Birgelen von, Klaus",29,27,,1.213,89,5,1.124*,5,2,4,3,9,7,8,2,4,0,2,1,5,2,5,0,2,3,2,1,4,2,1,0,1,1,4,0,4
901,8,ÖDP,28,"Streit, Wilhelm",15,28,,1.200,170,10,3,14,1,4,7,5,5,6,2,18,1,3,7,2,9,3,8,2,6,2,4,12,1.030*,2,3,9,1,7,0,14
901,8,ÖDP,29,"Hofmaier, Franz",21,29,,1.151,544,3,1,0,0,2,4,6,3,2,2,1,1,1,1,112,2,3,4,328,4,0,2,0,1,607*,50,1,4,1,3,2
901,8,ÖDP,30,"Bader, Hans Leo",47,30,,1.123,53,2,6,2,1.070*,8,4,1,4,2,0,2,0,2,1,0,1,2,2,0,2,1,2,2,1,0,1,1,1,1,0,2
901,8,ÖDP,31,"Köstler, Raimund",28,31,,1.073,153,5,1,0,2,5,3,1,3,3,1,2,0,3,2,47,1,1,6,920*,2,2,1,2,1,31,21,1,3,2,1,0
901,8,ÖDP,32,"Sombach, Hanno",42,32,,1.073,49,2,3,4,8,0,0,3,2,1,0,3,0,2,2,1,2,1,0,0,8,0,0,1.024*,3,0,0,1,0,1,0,2
901,8,ÖDP,33,"Kriesche, Sven",31,33,,914,73,1,1,0,0,0,0,0,1,0,2,1,44,0,0,0,2,0,0,0,1,2,1,1,0,0,0,12,2,1,841*,1
901,8,ÖDP,34,"Buchner, Dr. Klaus",61,34,,761,761,16,23,37,54,35,29,28,35,15,19,29,27,19,15,16,24,30,26,4,22,18,21,24,26,14,13,23,37,22,15,45
901,8,ÖDP,35,"Ruff, Tobias",40,35,,705,705,26,23,36,36,40,48,40,66,24,6,23,11,15,16,12,23,19,21,7,22,14,9,32,29,7,5,16,18,17,11,33
901,8,ÖDP,36,"Reiter, Wolfgang",48,36,,551,551,1,3,5,1,2,1,6,1,5,2,2,2,0,24,1,448,14,1,0,4,1,5,8,2,1,3,2,2,2,0,2
901,8,ÖDP,37,"Reinbold, Willi",34,37,,539,539,0,1,0,4,2,6,0,1,2,1,1,2,1,3,470,1,1,0,13,3,0,0,1,0,10,4,4,3,1,3,1
901,8,ÖDP,38,"Fischer, Richard",39,38,,491,491,4,2,6,9,1,2,4,1,4,1,0,2,23,1,3,0,16,1,10,5,2,3,3,2,25,348,2,4,2,1,4
901,8,ÖDP,39,"Spannagl, Franziska",37,39,,381,381,19,8,15,8,17,63,18,11,9,8,7,3,18,9,13,17,5,16,8,13,7,12,12,14,2,4,5,7,10,7,16
901,8,ÖDP,40,"Dirnaichner, Maria",60,40,,377,377,5,0,9,1,3,4,2,6,2,25,12,14,7,10,1,10,4,4,3,6,4,44,7,5,2,4,30,48,7,89,9
901,8,ÖDP,41,"Lettenmayer, Caroline",59,41,,370,370,7,9,15,4,9,16,20,7,12,8,9,6,21,18,16,14,7,14,3,14,9,17,23,16,6,13,8,15,17,5,12
901,8,ÖDP,42,"Buttner, Wolfgang",20,42,,344,344,9,5,6,4,6,4,3,6,7,0,3,1,4,4,8,6,5,5,6,165,3,2,7,6,0,4,2,2,9,3,49
901,8,ÖDP,43,"Lietsch, Fritz",11,43,,319,319,2,6,14,4,3,8,7,17,9,2,7,1,2,143,0,5,2,2,4,5,4,6,8,9,4,2,5,15,14,2,7
901,8,ÖDP,44,"Heim, Adrian",26,44,,301,301,4,2,3,3,10,14,6,6,4,0,1,1,193,6,2,2,3,7,1,1,3,4,5,2,2,2,2,1,1,4,6
901,8,ÖDP,45,"Koch, Stephan",52,45,,288,288,2,3,3,0,2,0,1,2,1,1,156,2,2,3,4,0,0,5,3,3,44,0,0,4,0,0,9,4,2,2,30
901,8,ÖDP,46,"Schmid, Georg",50,46,,280,280,0,0,0,1,0,1,0,0,0,18,0,1,0,3,0,4,1,2,0,1,0,233,0,3,0,1,3,3,2,3,0
901,8,ÖDP,47,"Stichlmair, Michael",55,47,,244,244,3,4,2,6,5,3,3,4,2,0,4,4,7,0,9,8,5,3,4,5,4,6,2,5,109,15,3,5,4,3,7
901,8,ÖDP,48,"Kuret, Karin",53,48,,224,224,4,2,6,2,5,7,1,8,0,3,9,5,6,3,5,3,2,5,0,86,2,4,2,6,0,3,1,4,9,2,29
901,8,ÖDP,49,"Giglberger, Stephan",25,49,,223,223,14,42,21,9,5,10,11,6,8,5,5,3,3,10,5,6,7,7,2,3,3,10,4,2,0,3,4,5,5,2,3
901,8,ÖDP,50,"Dietzinger, Hermann",36,50,,221,221,2,1,3,1,0,8,1,2,1,3,5,131,1,1,2,2,1,1,1,2,2,1,2,1,1,0,6,3,1,35,0
901,8,ÖDP,51,"Kreis, Dieter",41,51,,176,176,0,1,2,1,1,2,2,0,1,0,1,1,12,0,0,1,2,74,0,63,1,1,2,2,1,0,1,0,2,0,2
901,8,ÖDP,52,"Ecke-Bünger, Maria",35,52,,175,175,8,9,7,4,8,32,2,10,8,1,7,2,2,6,3,4,9,1,2,3,3,3,5,4,2,6,1,6,4,4,9
901,8,ÖDP,53,"Meyer, Wolfgang",54,53,,155,155,0,1,0,2,0,1,0,0,0,1,2,0,1,0,35,1,0,1,84,0,0,2,1,0,11,9,0,3,0,0,0
