regierungsbezirk-id,partei-id,partei-name,Nr.,Name,SZ.- Rf.1),PL.- Nr.2),G3),Gesamtstimmen,darunter Zweitstimmen,101  München-Hadern,102  München-Bogenhausen,103  München-Giesing,104  München-Milbertshofen,105  München-Moosach,106  München-Pasing,107  München-Ramersdorf,108  München-Schwabing,109  München-Mitte,110  Altötting,"111  Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen",112  Berchtesgadener Land,113  Dachau,114  Ebersberg,115  Eichstätt,116  Erding,117  Freising,118  Fürstenfeldbruck-Ost,119  Ingolstadt,"120  Landsberg am Lech, Fürstenfeldbruck-West",121  Miesbach,122  Mühldorf a.Inn,123  München-Land-Nord,124  München-Land-Süd,125  Neuburg-Schrobenhausen,126  Pfaffenhofen a.d.Ilm,127  Rosenheim-Ost,128  Rosenheim-West,129  Starnberg,130  Traunstein,131  Weilheim-Schongau
901,8,ÖDP,54,"Sachsinger, Sonja",46,54,,126,126,10,2,3,5,38,11,8,2,3,0,2,1,6,2,0,3,1,3,1,2,3,2,5,3,1,0,0,4,1,0,4
901,8,ÖDP,55,"Knatz, Brigitte",56,55,,118,118,0,1,4,0,2,0,4,1,2,0,2,0,13,0,0,1,7,4,0,2,1,1,69,2,0,0,0,1,0,1,0
901,8,ÖDP,56,"Siebert, Dr. Regine",51,56,,100,100,4,2,1,4,0,4,8,0,3,1,2,2,5,4,1,0,0,4,1,1,1,4,21,10,2,0,4,4,0,3,4
901,8,ÖDP,57,"Wiedemann, Thomas",45,57,,84,84,2,2,2,0,6,2,0,1,0,2,2,0,4,12,1,0,0,2,0,1,6,1,10,12,0,0,1,10,1,2,2
901,8,ÖDP,58,"Böser, Eduard",49,58,,81,81,3,0,2,2,1,4,0,0,5,3,1,1,2,2,3,2,0,5,2,3,1,1,5,15,1,0,1,1,10,1,4
901,8,ÖDP,59,"Meiser, Stefan",58,59,,59,59,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,2,1,0,0,33,1,1,0,0,0,0,0,0,1,0,15
901,8,ÖDP,60,"Deskau, Nicolas",57,60,,52,52,6,4,2,2,2,3,2,1,6,1,0,1,0,0,0,0,4,0,0,1,2,1,0,3,2,4,0,1,2,1,1
901,8,ÖDP,61,"Potschka, Martin",32,61,,41,41,7,1,2,1,3,3,2,3,0,0,1,2,1,2,0,0,1,0,0,0,0,0,1,2,0,0,0,4,2,1,2
901,8,ÖDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,8,ÖDP,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,630,630,15,10,12,16,16,18,22,15,13,18,31,9,21,26,24,39,13,14,12,13,23,24,18,25,6,21,22,33,18,16,67
901,8,ÖDP,,Erststimmen insgesamt,,,,42.128,-,1.316,1.124,1.707,1.070,1.424,1.682,1.362,1.050,1.068,1.317,1.406,1.014,1.357,1.476,1.407,2.243,1.280,1.124,920,2.217,1.043,1.488,1.024,1.030,607,1.210,1.552,1.685,1.040,841,3.044
901,8,ÖDP,,Zweitstimmen insgesamt,,,,37.256,37.256,1.080,1.009,1.476,1.232,1.216,1.441,1.180,1.071,1.032,672,1.381,880,1.314,1.172,1.380,1.587,1.279,1.144,876,1.601,874,1.224,1.182,1.116,667,1.061,1.173,1.355,883,904,2.794
901,8,ÖDP,,Gesamtstimmen,,,,79.384,37.256,2.396,2.133,3.183,2.302,2.640,3.123,2.542,2.121,2.100,1.989,2.787,1.894,2.671,2.648,2.787,3.830,2.559,2.268,1.796,3.818,1.917,2.712,2.206,2.146,1.274,2.271,2.725,3.040,1.923,1.745,5.838
901,9,Piraten,1,"Schiller, Arnold",1,1,,2.898,2.536,86,94,162,123,362*,111,108,96,109,51,67,42,90,89,60,67,112,119,63,122,55,56,130,92,33,52,63,66,77,61,80
901,9,Piraten,2,"Babelotzky, Jonathan",3,2,,1.694,1.209,485*,40,55,53,57,74,47,38,50,18,34,26,37,31,14,48,50,57,26,74,24,24,63,55,15,21,35,36,37,27,43
901,9,Piraten,3,"Ernst, Dr. Hartmut",11,3,,1.366,910,32,27,25,29,23,26,35,39,21,9,22,26,26,42,8,26,40,32,34,27,44,19,41,31,8,11,456*,103,15,64,25
901,9,Piraten,4,"Mayer, Thomas",15,4,,1.098,678,40,32,38,29,29,40,47,420*,20,7,19,13,24,25,11,21,31,32,12,21,9,10,39,32,5,12,13,20,17,13,17
901,9,Piraten,5,"Morgenstern, Christopher",17,5,,1.078,611,22,467*,29,26,23,41,33,26,25,9,16,12,24,19,6,23,29,26,16,33,12,5,27,27,9,11,20,20,19,7,16
901,9,Piraten,6,"Krueger, Dr. Olaf Konstantin",2,6,,1.065,644,26,23,27,19,97,19,17,21,29,9,14,17,15,18,10,24,16,18,29,23,11,13,9,13,12,5,68,421*,15,12,15
901,9,Piraten,7,"Kalipke, Myriam",4,7,,1.050,617,30,18,30,16,20,31,27,26,32,10,433*,6,27,20,11,21,28,17,21,29,20,10,27,22,4,8,17,15,25,11,38
901,9,Piraten,8,"Doppler, Christian",9,8,,894,465,12,12,11,5,7,17,11,4,10,7,7,9,16,9,75,13,16,14,429*,13,5,6,16,9,54,42,18,10,4,15,18
901,9,Piraten,9,"Welter, Dr. Oliver",24,9,,828,314,14,15,16,10,6,13,7,14,7,4,5,1,514*,9,7,8,16,33,10,18,8,10,21,7,12,7,11,5,7,7,6
901,9,Piraten,10,"Rösch, Roger",22,10,,765,181,6,6,3,7,7,8,4,6,1,3,8,2,2,9,3,7,8,584*,7,22,2,2,7,9,3,3,6,7,16,2,5
901,9,Piraten,11,"Belas, Manuel",8,11,,747,350,10,17,16,12,16,12,17,15,11,2,11,5,13,12,6,14,8,18,10,13,8,3,29,397*,12,9,14,12,6,9,10
901,9,Piraten,12,"Puskeppelies, Nils",21,12,,732,170,5,10,14,6,9,562*,8,8,4,1,3,4,10,5,1,3,8,5,10,5,3,2,11,6,4,2,3,6,5,5,4
901,9,Piraten,13,"Deuter, Reinhold",5,13,,702,389,18,12,15,12,11,15,14,11,17,7,13,8,14,15,15,10,15,17,17,18,5,10,13,10,313*,18,16,9,11,7,16
901,9,Piraten,14,"Meyer, Günther",16,14,,686,237,14,8,13,8,16,13,449*,25,10,1,10,4,12,11,7,8,8,5,6,9,2,2,7,6,2,4,6,6,8,1,5
901,9,Piraten,15,"Knoblich, Thomas",12,15,,675,98,4,3,2,2,7,1,1,4,3,4,6,2,5,3,1,7,5,4,5,3,2,3,577*,4,5,1,3,1,1,2,4
901,9,Piraten,16,"Prauß, Florian",19,16,,656,233,9,2,4,423*,2,3,5,6,5,2,10,1,7,6,10,5,7,6,44,8,2,2,9,7,9,35,5,4,4,5,9
901,9,Piraten,17,"Hiesinger, Stefan",25,17,,637,144,4,2,3,2,5,5,5,3,4,0,2,5,26,4,4,5,493*,2,7,4,1,2,10,5,3,10,4,3,2,8,4
901,9,Piraten,18,"Beinlich, Dorothea",6,18,,608,304,12,12,9,8,4,9,8,9,7,304*,17,11,12,13,2,17,8,12,8,8,4,35,14,11,4,2,9,7,5,17,10
901,9,Piraten,19,"Lorenz, Stefan",14,19,,607,208,9,6,7,8,4,5,9,3,2,4,3,6,3,21,4,399*,18,9,5,7,6,11,13,2,4,3,9,6,2,9,10
901,9,Piraten,20,"Kohler, Alexander",13,20,,600,196,4,5,5,5,5,5,3,1,2,1,66,3,4,8,0,5,3,6,1,6,3,5,7,7,4,3,6,2,404*,2,19
901,9,Piraten,21,"Pfuhl, Carsten",18,21,,553,92,2,0,2,3,1,2,2,0,3,0,18,3,1,2,0,0,4,2,2,21,3,1,3,2,0,1,2,1,10,1,461*
901,9,Piraten,22,"Seuffert, Daniel",23,22,,377,74,1,0,3,3,3,3,0,1,2,4,1,1,3,4,1,16,0,3,3,1,0,303*,8,2,0,1,2,4,2,1,1
901,9,Piraten,23,"Emer, Patrick",10,23,,223,223,13,11,9,11,17,14,18,13,10,3,5,2,7,5,2,5,7,6,6,6,2,2,9,12,3,2,6,3,4,4,6
901,9,Piraten,24,"Purkart, Michael",20,24,,164,164,4,1,0,3,6,1,0,0,2,6,4,1,59,3,1,2,5,28,0,2,3,3,6,2,3,6,3,2,3,2,3
901,9,Piraten,25,"Beinlich, Thomas",7,25,,151,151,0,2,2,4,3,3,4,1,0,62,4,4,4,1,1,2,0,4,2,0,2,17,5,3,1,3,4,2,4,4,3
901,9,Piraten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,9,Piraten,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,143,143,6,3,5,5,8,4,4,7,4,2,1,3,6,7,4,5,2,10,4,14,1,1,5,3,2,2,3,8,4,3,7
901,9,Piraten,,Erststimmen insgesamt,,,,9.656,-,485,467,-,423,362,562,449,420,-,304,433,-,514,-,-,399,493,584,429,-,-,303,577,397,313,-,456,421,404,-,461
901,9,Piraten,,Zweitstimmen insgesamt,,,,11.341,11.341,383,361,505,409,386,475,434,377,390,226,366,217,447,391,264,362,444,485,348,507,237,254,529,379,211,274,346,358,303,299,374
901,9,Piraten,,Gesamtstimmen,,,,20.997,11.341,868,828,505,832,748,1.037,883,797,390,530,799,217,961,391,264,761,937,1.069,777,507,237,557,1.106,776,524,274,802,779,707,299,835
901,9,Piraten,1,"Schiller, Arnold",1,1,,2.898,2.536,86,94,162,123,362*,111,108,96,109,51,67,42,90,89,60,67,112,119,63,122,55,56,130,92,33,52,63,66,77,61,80
901,9,Piraten,2,"Babelotzky, Jonathan",3,2,,1.694,1.209,485*,40,55,53,57,74,47,38,50,18,34,26,37,31,14,48,50,57,26,74,24,24,63,55,15,21,35,36,37,27,43
901,9,Piraten,3,"Ernst, Dr. Hartmut",11,3,,1.366,910,32,27,25,29,23,26,35,39,21,9,22,26,26,42,8,26,40,32,34,27,44,19,41,31,8,11,456*,103,15,64,25
901,9,Piraten,4,"Mayer, Thomas",15,4,,1.098,678,40,32,38,29,29,40,47,420*,20,7,19,13,24,25,11,21,31,32,12,21,9,10,39,32,5,12,13,20,17,13,17
901,9,Piraten,5,"Morgenstern, Christopher",17,5,,1.078,611,22,467*,29,26,23,41,33,26,25,9,16,12,24,19,6,23,29,26,16,33,12,5,27,27,9,11,20,20,19,7,16
901,9,Piraten,6,"Krueger, Dr. Olaf Konstantin",2,6,,1.065,644,26,23,27,19,97,19,17,21,29,9,14,17,15,18,10,24,16,18,29,23,11,13,9,13,12,5,68,421*,15,12,15
901,9,Piraten,7,"Kalipke, Myriam",4,7,,1.050,617,30,18,30,16,20,31,27,26,32,10,433*,6,27,20,11,21,28,17,21,29,20,10,27,22,4,8,17,15,25,11,38
901,9,Piraten,8,"Doppler, Christian",9,8,,894,465,12,12,11,5,7,17,11,4,10,7,7,9,16,9,75,13,16,14,429*,13,5,6,16,9,54,42,18,10,4,15,18
901,9,Piraten,9,"Welter, Dr. Oliver",24,9,,828,314,14,15,16,10,6,13,7,14,7,4,5,1,514*,9,7,8,16,33,10,18,8,10,21,7,12,7,11,5,7,7,6
901,9,Piraten,10,"Rösch, Roger",22,10,,765,181,6,6,3,7,7,8,4,6,1,3,8,2,2,9,3,7,8,584*,7,22,2,2,7,9,3,3,6,7,16,2,5
901,9,Piraten,11,"Belas, Manuel",8,11,,747,350,10,17,16,12,16,12,17,15,11,2,11,5,13,12,6,14,8,18,10,13,8,3,29,397*,12,9,14,12,6,9,10
901,9,Piraten,12,"Puskeppelies, Nils",21,12,,732,170,5,10,14,6,9,562*,8,8,4,1,3,4,10,5,1,3,8,5,10,5,3,2,11,6,4,2,3,6,5,5,4
901,9,Piraten,13,"Deuter, Reinhold",5,13,,702,389,18,12,15,12,11,15,14,11,17,7,13,8,14,15,15,10,15,17,17,18,5,10,13,10,313*,18,16,9,11,7,16
901,9,Piraten,14,"Meyer, Günther",16,14,,686,237,14,8,13,8,16,13,449*,25,10,1,10,4,12,11,7,8,8,5,6,9,2,2,7,6,2,4,6,6,8,1,5
901,9,Piraten,15,"Knoblich, Thomas",12,15,,675,98,4,3,2,2,7,1,1,4,3,4,6,2,5,3,1,7,5,4,5,3,2,3,577*,4,5,1,3,1,1,2,4
901,9,Piraten,16,"Prauß, Florian",19,16,,656,233,9,2,4,423*,2,3,5,6,5,2,10,1,7,6,10,5,7,6,44,8,2,2,9,7,9,35,5,4,4,5,9
901,9,Piraten,17,"Hiesinger, Stefan",25,17,,637,144,4,2,3,2,5,5,5,3,4,0,2,5,26,4,4,5,493*,2,7,4,1,2,10,5,3,10,4,3,2,8,4
901,9,Piraten,18,"Beinlich, Dorothea",6,18,,608,304,12,12,9,8,4,9,8,9,7,304*,17,11,12,13,2,17,8,12,8,8,4,35,14,11,4,2,9,7,5,17,10
901,9,Piraten,19,"Lorenz, Stefan",14,19,,607,208,9,6,7,8,4,5,9,3,2,4,3,6,3,21,4,399*,18,9,5,7,6,11,13,2,4,3,9,6,2,9,10
901,9,Piraten,20,"Kohler, Alexander",13,20,,600,196,4,5,5,5,5,5,3,1,2,1,66,3,4,8,0,5,3,6,1,6,3,5,7,7,4,3,6,2,404*,2,19
901,9,Piraten,21,"Pfuhl, Carsten",18,21,,553,92,2,0,2,3,1,2,2,0,3,0,18,3,1,2,0,0,4,2,2,21,3,1,3,2,0,1,2,1,10,1,461*
901,9,Piraten,22,"Seuffert, Daniel",23,22,,377,74,1,0,3,3,3,3,0,1,2,4,1,1,3,4,1,16,0,3,3,1,0,303*,8,2,0,1,2,4,2,1,1
901,9,Piraten,23,"Emer, Patrick",10,23,,223,223,13,11,9,11,17,14,18,13,10,3,5,2,7,5,2,5,7,6,6,6,2,2,9,12,3,2,6,3,4,4,6
901,9,Piraten,24,"Purkart, Michael",20,24,,164,164,4,1,0,3,6,1,0,0,2,6,4,1,59,3,1,2,5,28,0,2,3,3,6,2,3,6,3,2,3,2,3
901,9,Piraten,25,"Beinlich, Thomas",7,25,,151,151,0,2,2,4,3,3,4,1,0,62,4,4,4,1,1,2,0,4,2,0,2,17,5,3,1,3,4,2,4,4,3
901,9,Piraten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,9,Piraten,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,143,143,6,3,5,5,8,4,4,7,4,2,1,3,6,7,4,5,2,10,4,14,1,1,5,3,2,2,3,8,4,3,7
901,9,Piraten,,Erststimmen insgesamt,,,,9.656,-,485,467,-,423,362,562,449,420,-,304,433,-,514,-,-,399,493,584,429,-,-,303,577,397,313,-,456,421,404,-,461
901,9,Piraten,,Zweitstimmen insgesamt,,,,11.341,11.341,383,361,505,409,386,475,434,377,390,226,366,217,447,391,264,362,444,485,348,507,237,254,529,379,211,274,346,358,303,299,374
901,9,Piraten,,Gesamtstimmen,,,,20.997,11.341,868,828,505,832,748,1.037,883,797,390,530,799,217,961,391,264,761,937,1.069,777,507,237,557,1.106,776,524,274,802,779,707,299,835
901,11,AfD,1,"Bergmüller, Franz",1,1,L,62.909,54.314,1.160,1.130,1.508,1.118,1.248,1.449,1.392,844,666,1.411,2.439,1.722,2.208,2.078,1.925,2.698,2.366,1.901,1.427,2.094,2.698,1.768,1.913,1.895,1.736,1.766,3.826,8.595*,1.352,2.299,2.277
901,11,AfD,2,"Henkel, Uli",2,2,L,36.628,30.880,1.601,1.008,5.748*,1.208,1.324,1.553,1.541,879,686,580,983,594,1.207,818,622,1.080,1.311,1.369,637,1.086,553,833,1.374,1.384,619,764,674,2.117,731,711,1.033
901,11,AfD,3,"Plenk, Markus",3,3,L,21.647,13.934,255,214,438,250,261,335,270,207,181,471,612,2.258,461,371,334,671,603,449,212,538,372,621,323,402,293,359,683,557,342,7.713*,591
901,11,AfD,4,"Hahn, Dr. Ingo",9,4,L,18.010,10.388,296,216,525,251,259,444,287,211,144,190,449,216,565,259,201,343,426,7.622*,245,741,202,262,475,564,238,278,219,153,917,267,545
901,11,AfD,5,"Winhart, Andreas",5,5,L,15.606,7.342,58,45,119,40,68,53,60,52,23,76,165,153,108,338,92,155,119,110,48,91,497,160,96,103,48,72,8.264*,3.667,51,515,160
901,11,AfD,6,"Cyron, Dr. Anne",22,6,L,15.177,7.004,87,77,127,82,93,136,90,82,44,147,8.173*,262,187,197,107,228,238,219,112,299,337,292,131,154,132,158,1.241,704,120,507,414
901,11,AfD,7,"Lipp, Oskar",13,7,,14.373,5.802,23,19,30,26,29,18,29,11,5,33,43,28,80,88,8.571*,67,172,31,2.347,65,22,50,38,28,1.022,1.332,32,20,16,33,65
901,11,AfD,8,"Walbrunn, Markus",8,8,,13.766,7.960,366,248,735,297,381,5.806*,338,185,151,166,314,140,376,221,159,312,402,379,151,295,104,195,338,303,171,206,192,111,168,231,325
901,11,AfD,9,"Huber, Martin",6,9,,13.054,4.347,51,55,83,45,63,59,84,61,27,246,144,74,164,165,57,8.707*,478,106,50,116,96,902,138,195,86,183,106,125,69,203,116
901,11,AfD,10,"Imgart, Rüdiger",15,10,,12.141,3.721,41,36,91,54,44,58,47,33,19,45,761,68,99,58,92,102,110,151,70,743,65,95,67,66,89,101,68,58,312,78,8.420*
901,11,AfD,11,"Multusch, Oliver",14,11,,12.066,4.565,42,27,48,45,58,59,40,31,28,1.917,74,113,97,127,47,332,131,88,41,110,51,7.501*,54,56,55,62,108,139,53,424,108
901,11,AfD,12,"Kraus, Johannes, gen. Kraus von Sande",11,12,,12.004,4.559,57,41,87,36,46,61,50,43,34,47,106,66,78,59,1.908,100,153,98,7.445*,88,47,73,86,47,400,422,77,49,35,69,96
901,11,AfD,13,"Groß, Rainer",24,13,,11.318,4.280,105,51,120,74,195,134,59,51,40,67,174,67,164,83,68,172,180,554,76,239,73,132,7.038*,179,91,103,57,56,510,102,304
901,11,AfD,14,"Schwarz, Edeltraud",28,14,,10.906,2.876,55,38,67,67,68,62,67,31,32,76,221,65,160,62,80,157,154,174,47,8.030*,45,123,98,71,91,89,75,85,58,117,341
901,11,AfD,15,"Wilhelm, Christina",7,15,,10.612,4.079,80,54,84,81,71,67,75,47,53,51,120,65,152,73,845,136,158,106,455,167,50,91,91,68,6.533*,441,64,58,55,90,131
901,11,AfD,16,"Kranich, Bernhard",10,16,,10.531,1.789,31,20,29,32,34,28,19,21,18,32,62,30,86,47,59,338,8.742*,68,48,71,26,44,55,30,71,258,29,39,36,65,63
901,11,AfD,17,"Steier, Christoph",4,17,,9.878,2.466,42,47,99,74,155,161,63,34,26,22,74,30,7.412*,56,49,83,158,415,43,141,35,50,142,47,57,84,46,36,48,78,71
901,11,AfD,18,"Sturm, Hilmar",29,18,,9.809,4.195,32,24,28,25,29,47,23,20,7,23,34,23,96,5.614*,970,74,153,62,698,112,24,68,65,42,711,597,31,42,23,49,63
901,11,AfD,19,"Teich, Tobias",30,19,,9.683,1.945,15,16,15,15,13,23,24,13,6,15,63,17,84,23,297,64,316,30,136,43,24,25,21,17,471,7.738*,12,23,21,30,73
901,11,AfD,20,"Schwembauer, Thomas",19,20,,9.047,2.960,52,38,52,56,57,66,43,36,24,6.087*,46,299,60,58,45,75,92,88,54,54,32,902,75,46,42,45,57,50,30,320,66
901,11,AfD,21,"Wassill, Iris",31,21,,8.929,3.286,154,256,238,140,136,149,5.643*,79,78,73,103,64,114,76,62,117,141,147,76,156,61,107,166,118,59,60,57,46,71,61,121
901,11,AfD,22,"Groß, Michael",18,22,,8.328,2.877,119,127,231,252,5.451*,200,148,113,63,41,65,33,153,63,43,72,125,152,41,74,27,64,237,79,35,57,46,34,44,48,91
901,11,AfD,23,"Schosnowski, Jens",17,23,,7.477,1.080,8,16,19,11,18,11,18,10,5,41,35,6.397*,23,15,19,42,35,28,25,28,18,48,30,14,22,17,57,23,6,408,30
901,11,AfD,24,"Bößenecker, Misha",20,24,,7.018,1.865,5.153*,80,161,91,104,100,112,59,61,34,58,29,81,59,34,40,73,104,49,70,25,43,87,66,26,41,31,23,37,43,44
901,11,AfD,25,"Hastreiter, Thomas",16,25,,6.999,2.342,108,70,184,4.657*,230,161,101,93,47,27,59,29,133,46,34,94,97,109,52,66,28,55,121,98,32,51,59,37,22,38,61
901,11,AfD,26,"Riediger, Ulrich",27,26,,6.801,446,10,9,42,7,3,12,14,12,3,7,65,5,8,17,6,6,13,22,9,22,13,19,35,6.355*,4,12,8,9,14,9,31
901,11,AfD,27,"Radtke, Klaus",26,27,,6.637,1.219,18,17,27,14,24,18,25,9,10,16,149,15,21,13,13,20,28,80,15,127,20,16,27,57,13,17,11,8,5.418*,18,373
901,11,AfD,28,"Bolle, Rainer",21,28,,6.334,889,8,10,25,11,9,8,15,9,11,8,415,7,15,11,9,20,17,20,4,19,5.445*,12,13,30,11,17,22,16,6,15,96
901,11,AfD,29,"Biedermann, Wilfried",12,29,,6.160,1.943,29,4.217*,83,30,24,54,279,20,34,10,28,19,51,234,21,205,74,36,15,37,17,38,438,28,18,12,26,19,23,19,22
901,11,AfD,30,"Helmer, Matthias",25,30,,5.227,1.886,90,58,129,132,107,111,79,3.341*,56,31,58,21,92,46,25,57,84,101,23,84,24,57,83,79,21,39,23,33,30,37,76
901,11,AfD,31,"Fuchert, Bruno",23,31,,4.141,1.505,70,62,121,66,66,66,186,67,2.636*,21,37,21,46,42,20,41,61,73,23,48,19,31,66,47,26,41,17,26,24,27,44
901,11,AfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,11,AfD,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,2.200,2.200,54,37,59,42,53,56,73,31,34,78,100,57,66,49,95,81,109,121,92,73,72,72,58,68,59,104,75,94,58,60,120
901,11,AfD,,Erststimmen insgesamt,,,,204.472,-,5.153,4.217,5.748,4.657,5.451,5.806,5.643,3.341,2.636,6.087,8.173,6.397,7.412,5.614,8.571,8.707,8.742,7.622,7.445,8.030,5.445,7.501,7.038,6.355,6.533,7.738,8.264,8.595,5.418,7.713,8.420
901,11,AfD,,Zweitstimmen insgesamt,,,,200.944,200.944,5.117,4.146,5.604,4.672,5.270,5.759,5.651,3.394,2.616,6.002,8.056,6.590,7.235,5.852,8.338,7.982,8.577,7.391,7.321,7.897,5.677,7.248,6.941,6.381,6.749,7.788,8.029,8.457,5.282,6.971,7.951
901,11,AfD,,Gesamtstimmen,,,,405.416,200.944,10.270,8.363,11.352,9.329,10.721,11.565,11.294,6.735,5.252,12.089,16.229,12.987,14.647,11.466,16.909,16.689,17.319,15.013,14.766,15.927,11.122,14.749,13.979,12.736,13.282,15.526,16.293,17.052,10.700,14.684,16.371
901,12,LKR,1,"Schütt, Ulrike",1,1,,396,301,12,15,7,6,10,11,11,10,8,4,11,4,9,13,6,19,11,7,6,14,6,11,95*,22,4,6,8,17,13,7,13
901,12,LKR,2,"Reich, Dr. Peter",2,2,,248,171,9,77*,9,4,5,7,13,10,8,6,5,4,7,1,2,6,9,5,4,7,3,1,20,4,1,2,8,1,6,3,1
901,12,LKR,3,"Wächter, Andre",3,3,,151,110,5,11,5,4,8,9,6,41*,1,3,4,1,1,2,2,5,5,1,3,2,3,1,6,7,2,4,0,3,0,4,2
901,12,LKR,4,"Schalamow, Silvia",18,4,,89,48,2,0,2,1,0,1,1,2,1,4,6,1,1,0,1,1,1,2,1,1,2,4,3,41*,2,1,1,2,0,1,3
901,12,LKR,5,"Werner, Dr. Klaus-Jürgen",7,5,,85,26,59*,1,1,1,2,0,2,0,0,3,0,0,2,2,2,1,0,2,1,0,0,1,0,1,0,1,1,1,1,0,0
901,12,LKR,6,"Decker, Dr. Wolfgang",9,6,,82,82,3,4,7,1,3,1,2,2,4,1,4,2,1,2,1,1,1,5,0,1,2,7,6,2,0,5,4,2,3,1,4
901,12,LKR,7,"Müllerke, Henning",4,7,,56,56,3,1,3,2,3,2,2,0,1,1,11,0,2,0,1,3,0,0,0,1,0,2,2,0,1,3,2,3,1,2,4
901,12,LKR,8,"Lochmiller, Stefan",5,8,,56,56,2,3,3,2,0,3,3,2,4,1,2,2,2,1,1,1,4,3,1,0,1,0,4,1,2,1,1,1,1,2,2
901,12,LKR,9,"Grevé, Heike",13,9,,52,52,0,1,3,0,0,1,1,1,1,0,0,0,3,2,4,3,2,2,10,5,0,2,2,0,3,1,1,1,1,2,0
901,12,LKR,10,"Ritz, Wolfgang",11,10,,44,44,2,8,0,1,0,3,5,1,0,2,0,2,1,1,1,1,1,4,0,3,1,1,3,0,1,1,0,1,0,0,0
901,12,LKR,11,"Bieler, Steffen",14,11,,40,40,0,4,2,3,2,0,0,0,1,1,0,1,1,1,0,1,4,0,0,1,2,2,4,1,2,1,1,0,0,5,0
901,12,LKR,12,"Kuss, Dr. Karl-Ludwig",6,12,,38,38,1,0,0,0,1,1,0,1,0,3,1,1,1,1,2,1,4,0,1,2,0,0,6,1,1,3,0,1,1,1,3
901,12,LKR,13,"Seer, Anton",8,13,,36,36,2,0,0,0,2,0,1,0,2,0,1,1,0,3,1,1,2,0,0,2,1,0,1,5,1,0,0,1,2,1,6
901,12,LKR,14,"Zygan, Dr. Klemens",10,14,,35,35,3,2,2,0,5,0,3,2,1,2,0,0,0,0,2,1,1,2,0,0,0,1,3,0,0,1,1,1,0,1,1
901,12,LKR,15,"Neufahrt, Eva-Marie",12,15,,30,30,0,4,0,0,0,0,1,0,0,0,1,0,0,4,0,0,3,0,0,0,0,2,13,0,0,1,0,0,0,1,0
901,12,LKR,16,"Ax, Carsten",15,16,,24,24,1,0,0,1,0,0,0,3,0,0,2,1,0,0,0,1,2,0,0,1,1,0,6,0,0,1,1,1,1,1,0
901,12,LKR,17,"Gehrig, Markus",17,17,,23,23,2,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,2,2,0,0,2,3,1,3
901,12,LKR,18,"Grevé, Julius",16,18,,18,18,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,11
901,12,LKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,12,LKR,,Zweitstimmen ohne Kennzeichnung eines Bewerbers,,,,19,19,1,0,0,1,1,0,0,5,0,0,0,0,0,2,1,1,0,1,0,1,0,0,3,0,1,0,0,1,0,0,0
901,12,LKR,,Erststimmen insgesamt,,,,313,-,59,77,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,41,-,-,-,-,-,-,-
901,12,LKR,,Zweitstimmen insgesamt,,,,1.209,1.209,48,54,45,27,42,39,51,40,32,31,51,20,31,38,27,47,51,36,28,42,22,35,83,46,23,33,29,39,33,33,53
901,12,LKR,,Gesamtstimmen,,,,1.522,1.209,107,131,45,27,42,39,51,81,32,31,51,20,31,38,27,47,51,36,28,42,22,35,178,87,23,33,29,39,33,33,53
901,13,mut,1,"Stamm, Claudia",1,1,,6.643,5.796,196,178,351,230,182,188,230,224,847*,122,225,135,137,239,113,113,223,190,77,218,212,104,281,262,70,105,245,277,184,201,284
901,13,mut,2,"Lessenich, Dr. Stephan",2,2,,1.383,981,30,37,74,71,36,33,33,402*,265,5,18,16,22,21,7,19,19,30,7,29,20,8,25,24,7,7,21,16,31,16,34
901,13,mut,3,"Erdmann, Jens",6,3,,763,391,12,372*,31,19,18,18,18,12,25,11,8,9,12,23,9,7,15,16,7,17,6,4,14,9,4,5,13,13,10,9,17
901,13,mut,4,"Kunst, Marie-Luise",11,4,,708,247,7,13,18,12,3,4,6,10,30,3,13,2,10,9,6,1,5,16,8,6,6,6,12,4,4,1,461*,11,5,6,10
901,13,mut,5,"Heidegger, Mirella",13,5,,674,39,0,0,1,2,1,0,1,2,0,0,0,0,2,0,0,1,0,24,1,635*,1,0,0,0,0,1,0,0,2,0,0
901,13,mut,6,"Glück, Hans",60,6,,615,615,8,14,12,8,10,16,7,15,37,44,15,127,14,13,10,8,17,18,9,20,16,18,14,11,4,9,15,16,7,64,19
